segment_id,Purpose,origin_zone,weekday,trips,service_days,policy_flexible,peak_time_bin,peak_time_share,active_time_bins,alternative_time_share_raw,average_alternative_shift_minutes_raw,expected_shift_potential_minutes_raw,temporal_flexibility_index_raw,meets_reliability_filter,temporal_eligible,alternative_time_share,average_alternative_shift_minutes,expected_shift_potential_minutes,temporal_flexibility_index,A_s,D_s_minutes,T_s,active_destination_zones,sum_squared_destination_shares,alternative_destination_count_raw,effective_destination_count_raw,geographical_flexibility_index_raw,dominant_destination_zone,dominant_destination_visits,dominant_destination_share,geographical_eligible,alternative_destination_count,effective_destination_count,geographical_flexibility_index,dominant_destination_zone_final,dominant_destination_visits_final,dominant_destination_share_final,G_s,status_trips,completed_trips,cancelled_trips,other_status_trips,outcome_trips,completion_rate,cancellation_rate,temporal_class,geographical_class,flexibility_type,temporal_quartile,geographical_group,temporal_demand_opportunity,geographical_demand_opportunity
Dialysis | r10_c14 | Friday,Dialysis,r10_c14,Friday,155,53,True,15:30-16:00,0.2967741935483871,4,0.7032258064516129,39.08256880733944,27.483870967741932,0.2290322580645161,True,True,0.7032258064516129,39.08256880733944,27.483870967741932,0.2290322580645161,0.7032258064516129,39.08256880733944,0.2290322580645161,4.0,0.4761290322580645,3.0,2.100271002710027,0.5238709677419355,r10_c15,87.0,0.5612903225806452,True,3.0,2.100271002710027,0.5238709677419355,r10_c15,87.0,0.5612903225806452,0.5238709677419355,155,96,59,0,155,0.6193548387096774,0.38064516129032255,Higher temporal flexibility,Destination diversity observed,Higher temporal flexibility / Destination diversity observed,Q4 highest,G>0 middle,35.49999999999999,81.2
Dialysis | r10_c14 | Monday,Dialysis,r10_c14,Monday,175,52,True,15:30-16:00,0.26857142857142857,6,0.7314285714285714,38.671875,28.285714285714285,0.23571428571428568,True,True,0.7314285714285714,38.671875,28.285714285714285,0.23571428571428568,0.7314285714285714,38.671875,0.23571428571428568,3.0,0.48545306122448983,2.0,2.059931391672832,0.5145469387755102,r10_c15,99.0,0.5657142857142857,True,2.0,2.059931391672832,0.5145469387755102,r10_c15,99.0,0.5657142857142857,0.5145469387755102,175,90,84,1,174,0.5172413793103449,0.4827586206896552,Higher temporal flexibility,Destination diversity observed,Higher temporal flexibility / Destination diversity observed,Q4 highest,G>0 middle,41.24999999999999,90.04571428571428
Dialysis | r10_c14 | Thursday,Dialysis,r10_c14,Thursday,68,33,True,15:00-15:30,0.4264705882352941,5,0.5735294117647058,41.53846153846154,23.823529411764707,0.19852941176470584,True,True,0.5735294117647058,41.53846153846154,23.823529411764707,0.19852941176470584,0.5735294117647058,41.53846153846154,0.19852941176470584,3.0,0.4788062283737024,2.0,2.088527551942186,0.5211937716262975,r9_c18,37.0,0.5441176470588235,True,2.0,2.088527551942186,0.5211937716262975,r9_c18,37.0,0.5441176470588235,0.5211937716262975,68,33,34,1,67,0.4925373134328358,0.5074626865671642,Higher temporal flexibility,Destination diversity observed,Higher temporal flexibility / Destination diversity observed,Q3,G>0 middle,13.499999999999996,35.44117647058823
Dialysis | r10_c14 | Tuesday,Dialysis,r10_c14,Tuesday,57,35,True,15:00-15:30,0.42105263157894735,5,0.5789473684210527,38.18181818181818,22.105263157894736,0.1842105263157895,True,True,0.5789473684210527,38.18181818181818,22.105263157894736,0.1842105263157895,0.5789473684210527,38.18181818181818,0.1842105263157895,4.0,0.4699907663896583,3.0,2.1277013752455796,0.5300092336103417,r11_c20,30.0,0.5263157894736842,True,3.0,2.1277013752455796,0.5300092336103417,r11_c20,30.0,0.5263157894736842,0.5300092336103417,57,38,18,1,56,0.6785714285714286,0.32142857142857145,Higher temporal flexibility,Destination diversity observed,Higher temporal flexibility / Destination diversity observed,Q3,G>0 middle,10.500000000000002,30.210526315789476
Dialysis | r10_c14 | Wednesday,Dialysis,r10_c14,Wednesday,149,52,True,15:30-16:00,0.28187919463087246,7,0.7181208053691275,41.77570093457944,30.0,0.24496644295302009,True,True,0.7181208053691275,41.77570093457944,30.0,0.24496644295302009,0.7181208053691275,41.77570093457944,0.24496644295302009,3.0,0.5063285437592902,2.0,1.9750022240014233,0.49367145624070985,r10_c15,86.0,0.5771812080536913,True,2.0,1.9750022240014233,0.49367145624070985,r10_c15,86.0,0.5771812080536913,0.49367145624070985,149,93,56,0,149,0.6241610738255033,0.37583892617449666,Higher temporal flexibility,Destination diversity observed,Higher temporal flexibility / Destination diversity observed,Q4 highest,G>0 middle,36.49999999999999,73.55704697986577
Dialysis | r10_c15 | Friday,Dialysis,r10_c15,Friday,60,53,True,09:00-09:30,1.0,1,0.0,,0.0,0.0,True,True,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,r10_c14,60.0,1.0,True,0.0,1.0,0.0,r10_c14,60.0,1.0,0.0,60,52,8,0,60,0.8666666666666667,0.13333333333333333,Lower temporal flexibility,Single destination observed,Lower temporal flexibility / Single destination observed,Q1 lowest,G=0 single destination,0.0,0.0
Dialysis | r10_c15 | Monday,Dialysis,r10_c15,Monday,60,52,True,09:00-09:30,0.9833333333333333,2,0.01666666666666672,89.99999999999972,1.5,0.0125,True,True,0.01666666666666672,89.99999999999972,1.5,0.0125,0.01666666666666672,89.99999999999972,0.0125,1.0,1.0,0.0,1.0,0.0,r10_c14,60.0,1.0,True,0.0,1.0,0.0,r10_c14,60.0,1.0,0.0,60,49,10,1,59,0.8305084745762712,0.1694915254237288,Lower temporal flexibility,Single destination observed,Lower temporal flexibility / Single destination observed,Q1 lowest,G=0 single destination,0.75,0.0
Dialysis | r10_c15 | Wednesday,Dialysis,r10_c15,Wednesday,55,52,True,09:00-09:30,1.0,1,0.0,,0.0,0.0,True,True,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,r10_c14,55.0,1.0,True,0.0,1.0,0.0,r10_c14,55.0,1.0,0.0,55,51,4,0,55,0.9272727272727272,0.07272727272727272,Lower temporal flexibility,Single destination observed,Lower temporal flexibility / Single destination observed,Q1 lowest,G=0 single destination,0.0,0.0
Dialysis | r11_c20 | Thursday,Dialysis,r11_c20,Thursday,24,20,True,10:00-10:30,0.9166666666666666,2,0.08333333333333337,29.999999999999986,2.5,0.020833333333333332,True,True,0.08333333333333337,29.999999999999986,2.5,0.020833333333333332,0.08333333333333337,29.999999999999986,0.020833333333333332,1.0,1.0,0.0,1.0,0.0,r10_c14,24.0,1.0,True,0.0,1.0,0.0,r10_c14,24.0,1.0,0.0,24,19,4,1,23,0.8260869565217391,0.17391304347826086,Lower temporal flexibility,Single destination observed,Lower temporal flexibility / Single destination observed,Q1 lowest,G=0 single destination,0.5,0.0
Dialysis | r11_c20 | Tuesday,Dialysis,r11_c20,Tuesday,29,21,True,10:00-10:30,0.896551724137931,2,0.10344827586206895,30.000000000000004,3.103448275862069,0.02586206896551724,True,True,0.10344827586206895,30.000000000000004,3.103448275862069,0.02586206896551724,0.10344827586206895,30.000000000000004,0.02586206896551724,1.0,1.0,0.0,1.0,0.0,r10_c14,29.0,1.0,True,0.0,1.0,0.0,r10_c14,29.0,1.0,0.0,29,19,9,1,28,0.6785714285714286,0.32142857142857145,Lower temporal flexibility,Single destination observed,Lower temporal flexibility / Single destination observed,Q1 lowest,G=0 single destination,0.75,0.0
Dialysis | r13_c19 | Friday,Dialysis,r13_c19,Friday,62,53,True,09:00-09:30,0.532258064516129,2,0.467741935483871,29.999999999999996,14.032258064516128,0.11693548387096774,True,True,0.467741935483871,29.999999999999996,14.032258064516128,0.11693548387096774,0.467741935483871,29.999999999999996,0.11693548387096774,1.0,1.0,0.0,1.0,0.0,r10_c14,62.0,1.0,True,0.0,1.0,0.0,r10_c14,62.0,1.0,0.0,62,46,15,1,61,0.7540983606557377,0.2459016393442623,Lower temporal flexibility,Single destination observed,Lower temporal flexibility / Single destination observed,Q2,G=0 single destination,7.25,0.0
Dialysis | r13_c19 | Monday,Dialysis,r13_c19,Monday,64,52,True,09:00-09:30,0.484375,3,0.515625,30.0,15.46875,0.12890625,True,True,0.515625,30.0,15.46875,0.12890625,0.515625,30.0,0.12890625,1.0,1.0,0.0,1.0,0.0,r10_c14,64.0,1.0,True,0.0,1.0,0.0,r10_c14,64.0,1.0,0.0,64,44,19,1,63,0.6984126984126984,0.30158730158730157,Higher temporal flexibility,Single destination observed,Higher temporal flexibility / Single destination observed,Q3,G=0 single destination,8.25,0.0
Dialysis | r13_c19 | Wednesday,Dialysis,r13_c19,Wednesday,58,52,True,09:00-09:30,0.5172413793103449,2,0.48275862068965514,30.000000000000004,14.482758620689657,0.1206896551724138,True,True,0.48275862068965514,30.000000000000004,14.482758620689657,0.1206896551724138,0.48275862068965514,30.000000000000004,0.1206896551724138,1.0,1.0,0.0,1.0,0.0,r10_c14,58.0,1.0,True,0.0,1.0,0.0,r10_c14,58.0,1.0,0.0,58,45,11,2,56,0.8035714285714286,0.19642857142857142,Lower temporal flexibility,Single destination observed,Lower temporal flexibility / Single destination observed,Q2,G=0 single destination,7.0,0.0
Dialysis | r17_c15 | Friday,Dialysis,r17_c15,Friday,13,11,True,10:00-10:30,0.8461538461538461,2,0.15384615384615385,30.0,4.615384615384616,0.038461538461538464,True,True,0.15384615384615385,30.0,4.615384615384616,0.038461538461538464,0.15384615384615385,30.0,0.038461538461538464,1.0,1.0,0.0,1.0,0.0,r21_c17,13.0,1.0,True,0.0,1.0,0.0,r21_c17,13.0,1.0,0.0,13,11,2,0,13,0.8461538461538461,0.15384615384615385,Lower temporal flexibility,Single destination observed,Lower temporal flexibility / Single destination observed,Q1 lowest,G=0 single destination,0.5,0.0
Dialysis | r17_c15 | Monday,Dialysis,r17_c15,Monday,10,10,True,10:00-10:30,1.0,1,0.0,,0.0,0.0,True,True,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,r21_c17,10.0,1.0,True,0.0,1.0,0.0,r21_c17,10.0,1.0,0.0,10,9,1,0,10,0.9,0.1,Lower temporal flexibility,Single destination observed,Lower temporal flexibility / Single destination observed,Q1 lowest,G=0 single destination,0.0,0.0
Dialysis | r17_c15 | Wednesday,Dialysis,r17_c15,Wednesday,12,10,True,10:00-10:30,0.8333333333333334,2,0.16666666666666663,30.000000000000007,5.0,0.041666666666666664,True,True,0.16666666666666663,30.000000000000007,5.0,0.041666666666666664,0.16666666666666663,30.000000000000007,0.041666666666666664,1.0,1.0,0.0,1.0,0.0,r21_c17,12.0,1.0,True,0.0,1.0,0.0,r21_c17,12.0,1.0,0.0,12,10,2,0,12,0.8333333333333334,0.16666666666666666,Lower temporal flexibility,Single destination observed,Lower temporal flexibility / Single destination observed,Q2,G=0 single destination,0.5,0.0
Dialysis | r17_c16 | Friday,Dialysis,r17_c16,Friday,192,53,True,15:30-16:00,0.734375,8,0.265625,200.0,53.125,0.17317708333333334,True,True,0.265625,200.0,53.125,0.17317708333333334,0.265625,200.0,0.17317708333333334,5.0,0.27728949652777773,4.0,3.6063392682449624,0.7227105034722223,r17_c17,61.0,0.3177083333333333,True,4.0,3.6063392682449624,0.7227105034722223,r17_c17,61.0,0.3177083333333333,0.7227105034722223,192,108,84,0,192,0.5625,0.4375,Higher temporal flexibility,Destination diversity observed,Higher temporal flexibility / Destination diversity observed,Q3,G>0 higher,33.25,138.76041666666669
Dialysis | r17_c16 | Monday,Dialysis,r17_c16,Monday,207,52,True,15:30-16:00,0.7342995169082126,10,0.2657004830917874,217.63636363636365,57.826086956521735,0.18840579710144925,True,True,0.2657004830917874,217.63636363636365,57.826086956521735,0.18840579710144925,0.2657004830917874,217.63636363636365,0.18840579710144925,5.0,0.2777894466615324,4.0,3.5998487776190875,0.7222105533384676,r9_c18,67.0,0.32367149758454106,True,4.0,3.5998487776190875,0.7222105533384676,r9_c18,67.0,0.32367149758454106,0.7222105533384676,207,96,111,0,207,0.463768115942029,0.5362318840579711,Higher temporal flexibility,Destination diversity observed,Higher temporal flexibility / Destination diversity observed,Q3,G>0 higher,38.99999999999999,149.4975845410628
Dialysis | r17_c16 | Wednesday,Dialysis,r17_c16,Wednesday,197,52,True,15:30-16:00,0.7309644670050761,8,0.2690355329949239,215.0943396226415,57.86802030456853,0.1814720812182741,True,True,0.2690355329949239,215.0943396226415,57.86802030456853,0.1814720812182741,0.2690355329949239,215.0943396226415,0.1814720812182741,5.0,0.2832075034141565,4.0,3.530979892639432,0.7167924965858434,r17_c16,65.0,0.3299492385786802,True,4.0,3.530979892639432,0.7167924965858434,r17_c16,65.0,0.3299492385786802,0.7167924965858434,197,112,85,0,197,0.5685279187817259,0.43147208121827413,Higher temporal flexibility,Destination diversity observed,Higher temporal flexibility / Destination diversity observed,Q3,G>0 higher,35.75,141.20812182741116
Dialysis | r17_c17 | Friday,Dialysis,r17_c17,Friday,58,53,True,10:30-11:00,1.0,1,0.0,,0.0,0.0,True,True,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,r17_c16,58.0,1.0,True,0.0,1.0,0.0,r17_c16,58.0,1.0,0.0,58,29,29,0,58,0.5,0.5,Lower temporal flexibility,Single destination observed,Lower temporal flexibility / Single destination observed,Q1 lowest,G=0 single destination,0.0,0.0
Dialysis | r17_c17 | Monday,Dialysis,r17_c17,Monday,52,50,True,10:30-11:00,1.0,1,0.0,,0.0,0.0,True,True,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,r17_c16,52.0,1.0,True,0.0,1.0,0.0,r17_c16,52.0,1.0,0.0,52,15,36,1,51,0.29411764705882354,0.7058823529411765,Lower temporal flexibility,Single destination observed,Lower temporal flexibility / Single destination observed,Q1 lowest,G=0 single destination,0.0,0.0
Dialysis | r17_c17 | Wednesday,Dialysis,r17_c17,Wednesday,56,52,True,10:30-11:00,1.0,1,0.0,,0.0,0.0,True,True,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,r17_c16,56.0,1.0,True,0.0,1.0,0.0,r17_c16,56.0,1.0,0.0,56,30,26,0,56,0.5357142857142857,0.4642857142857143,Lower temporal flexibility,Single destination observed,Lower temporal flexibility / Single destination observed,Q1 lowest,G=0 single destination,0.0,0.0
Dialysis | r18_c6 | Thursday,Dialysis,r18_c6,Thursday,23,21,True,09:30-10:00,0.5217391304347826,2,0.4782608695652174,30.0,14.347826086956522,0.11956521739130435,True,True,0.4782608695652174,30.0,14.347826086956522,0.11956521739130435,0.4782608695652174,30.0,0.11956521739130435,1.0,1.0,0.0,1.0,0.0,r21_c9,23.0,1.0,True,0.0,1.0,0.0,r21_c9,23.0,1.0,0.0,23,20,3,0,23,0.8695652173913043,0.13043478260869565,Lower temporal flexibility,Single destination observed,Lower temporal flexibility / Single destination observed,Q2,G=0 single destination,2.75,0.0
Dialysis | r18_c6 | Tuesday,Dialysis,r18_c6,Tuesday,31,23,True,10:00-10:30,0.6129032258064516,3,0.3870967741935484,32.50000000000001,12.580645161290324,0.10483870967741936,True,True,0.3870967741935484,32.50000000000001,12.580645161290324,0.10483870967741936,0.3870967741935484,32.50000000000001,0.10483870967741936,1.0,1.0,0.0,1.0,0.0,r21_c9,31.0,1.0,True,0.0,1.0,0.0,r21_c9,31.0,1.0,0.0,31,20,10,1,30,0.6666666666666666,0.3333333333333333,Lower temporal flexibility,Single destination observed,Lower temporal flexibility / Single destination observed,Q2,G=0 single destination,3.25,0.0
Dialysis | r19_c22 | Friday,Dialysis,r19_c22,Friday,12,9,True,09:00-09:30,1.0,1,0.0,,0.0,0.0,True,True,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,r17_c16,12.0,1.0,True,0.0,1.0,0.0,r17_c16,12.0,1.0,0.0,12,8,4,0,12,0.6666666666666666,0.3333333333333333,Lower temporal flexibility,Single destination observed,Lower temporal flexibility / Single destination observed,Q1 lowest,G=0 single destination,0.0,0.0
Dialysis | r19_c22 | Monday,Dialysis,r19_c22,Monday,12,8,True,09:00-09:30,1.0,1,0.0,,0.0,0.0,True,True,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,r17_c16,12.0,1.0,True,0.0,1.0,0.0,r17_c16,12.0,1.0,0.0,12,8,4,0,12,0.6666666666666666,0.3333333333333333,Lower temporal flexibility,Single destination observed,Lower temporal flexibility / Single destination observed,Q1 lowest,G=0 single destination,0.0,0.0
Dialysis | r19_c22 | Wednesday,Dialysis,r19_c22,Wednesday,16,8,True,09:00-09:30,1.0,1,0.0,,0.0,0.0,True,True,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,r17_c16,16.0,1.0,True,0.0,1.0,0.0,r17_c16,16.0,1.0,0.0,16,8,8,0,16,0.5,0.5,Lower temporal flexibility,Single destination observed,Lower temporal flexibility / Single destination observed,Q1 lowest,G=0 single destination,0.0,0.0
Dialysis | r20_c22 | Friday,Dialysis,r20_c22,Friday,72,51,True,08:30-09:00,0.6388888888888888,4,0.36111111111111116,31.15384615384615,11.25,0.09375,True,True,0.36111111111111116,31.15384615384615,11.25,0.09375,0.36111111111111116,31.15384615384615,0.09375,1.0,1.0,0.0,1.0,0.0,r21_c17,72.0,1.0,True,0.0,1.0,0.0,r21_c17,72.0,1.0,0.0,72,47,25,0,72,0.6527777777777778,0.3472222222222222,Lower temporal flexibility,Single destination observed,Lower temporal flexibility / Single destination observed,Q2,G=0 single destination,6.75,0.0
Dialysis | r20_c22 | Monday,Dialysis,r20_c22,Monday,93,49,True,08:30-09:00,0.6344086021505376,4,0.3655913978494624,34.411764705882355,12.580645161290324,0.10483870967741936,True,True,0.3655913978494624,34.411764705882355,12.580645161290324,0.10483870967741936,0.3655913978494624,34.411764705882355,0.10483870967741936,1.0,1.0,0.0,1.0,0.0,r21_c17,93.0,1.0,True,0.0,1.0,0.0,r21_c17,93.0,1.0,0.0,93,44,49,0,93,0.4731182795698925,0.5268817204301075,Lower temporal flexibility,Single destination observed,Lower temporal flexibility / Single destination observed,Q2,G=0 single destination,9.75,0.0
Dialysis | r20_c22 | Wednesday,Dialysis,r20_c22,Wednesday,88,52,True,08:30-09:00,0.5681818181818182,7,0.43181818181818177,37.89473684210527,16.363636363636363,0.13636363636363635,True,True,0.43181818181818177,37.89473684210527,16.363636363636363,0.13636363636363635,0.43181818181818177,37.89473684210527,0.13636363636363635,1.0,1.0,0.0,1.0,0.0,r21_c17,88.0,1.0,True,0.0,1.0,0.0,r21_c17,88.0,1.0,0.0,88,49,39,0,88,0.5568181818181818,0.4431818181818182,Higher temporal flexibility,Single destination observed,Higher temporal flexibility / Single destination observed,Q3,G=0 single destination,12.0,0.0
Dialysis | r20_c9 | Thursday,Dialysis,r20_c9,Thursday,16,15,True,11:00-11:30,0.8125,2,0.1875,30.0,5.625,0.046875,True,True,0.1875,30.0,5.625,0.046875,0.1875,30.0,0.046875,1.0,1.0,0.0,1.0,0.0,r27_c12,16.0,1.0,True,0.0,1.0,0.0,r27_c12,16.0,1.0,0.0,16,12,3,1,15,0.8,0.2,Lower temporal flexibility,Single destination observed,Lower temporal flexibility / Single destination observed,Q2,G=0 single destination,0.75,0.0
Dialysis | r20_c9 | Tuesday,Dialysis,r20_c9,Tuesday,19,15,True,11:00-11:30,0.6842105263157895,3,0.3157894736842105,35.0,11.052631578947368,0.09210526315789473,True,True,0.3157894736842105,35.0,11.052631578947368,0.09210526315789473,0.3157894736842105,35.0,0.09210526315789473,1.0,1.0,0.0,1.0,0.0,r27_c12,19.0,1.0,True,0.0,1.0,0.0,r27_c12,19.0,1.0,0.0,19,13,6,0,19,0.6842105263157895,0.3157894736842105,Lower temporal flexibility,Single destination observed,Lower temporal flexibility / Single destination observed,Q2,G=0 single destination,1.75,0.0
