,poi_id,sg_id,placekey,parent_placekey,name,brands,top_category,sub_category,naics,lat,lon,address,city,region,zipcode,is_shared_polygon,has_parking_lot,is_synthetic,area_sqft
3303041,3303041,,zzw-222@8gk-tw4-hyv,,CEMEX,CEMEX,Other Miscellaneous Manufacturing,,3399,33.433914,-86.8985,911 Wenonah Rd,Birmingham,AL,35221,,,,
3303536,3303536,,225-229@8gk-ttn-zxq,,Baxley Courtney MD,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.4737,-86.76457,3300 Cahaba Rd Ste 102,Birmingham,AL,35223,,,,
3305969,3305969,,222-222@8gk-tv7-gkz,,Saigon Noodle Avondale,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,33.521324,-86.778404,3719 3rd Ave S,Birmingham,AL,35222,,,,
3306724,3306724,,226-222@8gk-tv7-gp9,,Temple of Hope Baptist Church,,Religious Organizations,Religious Organizations,813110,33.522076,-86.77796,3800 3rd Ave S,Birmingham,AL,35222,,,,
3307596,3307596,,227-223@8gk-t8w-hkf,,Olson A Kenneth MD PHD,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.517246,-86.74772,840 Montclair Rd Ste 602,Birmingham,AL,35213,,,,
3308078,3308078,,227-224@8gk-ttx-jd9,zzy-222@8gk-ttx-8sq,Lasting Impression,,Personal Care Services,Beauty Salons,812112,33.438396,-86.72919,3411 Colonnade Pkwy,Birmingham,AL,35243,,,,
3310730,3310730,,zzw-223@8gk-t8w-66k,,Domino's Pizza,Domino's Pizza,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.524345,-86.726494,1506 Montclair Rd,Birmingham,AL,35210,,,,
3311222,3311222,,226-222@8gk-tdy-5s5,,Parker Memorial Baptist Church,,Religious Organizations,Religious Organizations,813110,33.543564,-86.772125,1145 44th St N,Birmingham,AL,35212,,,,
3311486,3311486,,227-225@8gk-ttg-b8v,,easymoney,easymoney,Nondepository Credit Intermediation,Consumer Lending,522291,33.49423,-86.87961,2145 Bessemer Rd,Birmingham,AL,35208,,,,
3311858,3311858,,225-222@8gk-tv6-c89,,Coastal Construction Products,,Building Equipment Contractors,"Plumbing, Heating, and Air-Conditioning Contractors",238220,33.52866,-86.78249,415 37th St N,Birmingham,AL,35222,,,,
3315061,3315061,,zzw-226@8gk-tv3-vvf,,The Lumbar,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,33.51608,-86.790764,212 29th St S,Birmingham,AL,35233,,,,
3315720,3315720,,zzw-222@8gk-tdz-hnq,,Covenant Metropolitan Community Church,,Religious Organizations,Religious Organizations,813110,33.54298,-86.73956,5117 1st Ave N,Birmingham,AL,35212,,,,
3316554,3316554,,zzw-222@8gk-ttg-kvf,zzw-224@8gk-ttg-kvf,Western Union,Western Union,Activities Related to Credit Intermediation,Other Activities Related to Credit Intermediation,522390,33.498486,-86.87665,2314 Warrior Rd,Birmingham,AL,35208,,,,
3318720,3318720,,222-222@8gk-tt2-3h5,,American Electronic Supply Co,,Other Miscellaneous Store Retailers,All Other Miscellaneous Store Retailers (except Tobacco Stores),453998,33.460052,-86.84334,13 W Park Cir,Birmingham,AL,35211,,,,
3319312,3319312,,22k-222@8gk-tth-nbk,,Living Church Ministries Inc,,Religious Organizations,Religious Organizations,813110,33.497272,-86.82596,401 Omega St S,Birmingham,AL,35205,,,,
3322938,3322938,,22c-224@8gk-tt7-7qz,,Tsai Jason J MD,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.49856,-86.84601,817 Princeton Ave SW Ste 210,Birmingham,AL,35211,,,,
3322943,3322943,,227-222@8gm-96x-syv,,S & J Tax Service,,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Tax Preparation Services,541213,33.505783,-86.91815,4106 7th Ave,Birmingham,AL,35224,,,,
3324562,3324562,,zzw-222@8gk-tt6-qzz,,Liberty Tax Service,Liberty Tax Service,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Tax Preparation Services,541213,33.504837,-86.86048,1401 3rd Ave W,Birmingham,AL,35208,,,,
3324624,3324624,,227-222@8gk-tqp-hdv,,Alan Reed,,Offices of Dentists,Offices of Dentists,621210,33.41584,-86.67322,2213 Cahaba Valley Dr,Birmingham,AL,35242,,,,
3325244,3325244,,zzw-224@8gk-tv9-w49,222-225@8gk-tv9-xkf,Starbucks,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,33.506664,-86.803474,615 18th St S,Birmingham,AL,35233,,,,
3327614,3327614,,22c-222@8gk-tt6-gkz,,Catholic Center of Concern,,"Community Food and Housing, and Emergency and Other Relief Services",Temporary Shelters,624221,33.50752,-86.84774,712 4th Ct W,Birmingham,AL,35204,,,,
3327731,3327731,,zzy-223@8gk-tcs-xnq,,Mount Olive Missionary Baptist Church,,Religious Organizations,Religious Organizations,813110,33.562477,-86.822754,2409 40th Ave N,Birmingham,AL,35207,,,,
3329253,3329253,,224-226@8gk-tt7-7qz,223-226@8gk-tt7-6kz,Clarence Barr MD,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.498547,-86.84551,817 Princeton Ave SW Ste 105 Pob 11,Birmingham,AL,35211,,,,
3335490,3335490,,224-222@8gk-ttq-sdv,,The Summit Birmingham,,Lessors of Real Estate,Malls,531120,33.447464,-86.72999,214 Summit Blvd,Birmingham,AL,35243,,,,
3336377,3336377,,zzw-223@8gk-tv9-dy9,,Fat Sam's Sub Station,,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.495255,-86.808754,1154 11th Ave S,Birmingham,AL,35205,,,,
3338423,3338423,,223-222@8gk-tw7-649,,DEX Imaging,,"Office Supplies, Stationery, and Gift Stores",Office Supplies and Stationery Stores,453210,33.43933,-86.86109,201 London Pkwy Ste 100,Birmingham,AL,35211,,,,
3339474,3339474,,222-222@8gk-t8p-gc5,223-222@8gk-t8p-g6k,Purohit Pediatric Clinic Birmingham,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.43277,-86.718864,3686 Grandview Pkwy Ste 710,Birmingham,AL,35243,,,,
3340369,3340369,,228-222@8gk-tv3-fxq,,Bmss,,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Tax Preparation Services,541213,33.516937,-86.80594,300 Richard Arrington Jr Blvd N Ste 100,Birmingham,AL,35203,,,,
3342053,3342053,,223-222@8gm-972-bzf,,Tres' Fine Clothing,,Clothing Stores,Men's Clothing Stores,448110,33.51376,-86.89777,400 19th Street Ensley,Birmingham,AL,35218,,,,
3342680,3342680,,zzy-222@8gk-tv4-gtv,,Twenty Third Street Missionary Bpt Ch S,,Child Day Care Services,Child Day Care Services,624410,33.511604,-86.798515,308 23rd St S,Birmingham,AL,35233,,,,
3343466,3343466,,226-222@8gk-tw7-tvz,,Lakeshore Nails & Spa,,Personal Care Services,Nail Salons,812113,33.43833,-86.86631,100 Frankfurt Cir Ste J,Birmingham,AL,35211,,,,
3345527,3345527,,223-222@8gk-ttz-ysq,,Freddy's Wine Bar,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,33.502647,-86.78897,2251 Highland Ave S,Birmingham,AL,35205,,,,
3346931,3346931,,226-222@8gk-ttr-59f,224-222@8gk-ttq-sdv,Athleta,Athleta,Clothing Stores,Family Clothing Stores,448140,33.44922,-86.7274,225 Summit Blvd Ste 1000,Birmingham,AL,35243,,,,
3347724,3347724,,224-222@8gk-tdx-jd9,,Greystone Legal Clinic,,Activities Related to Credit Intermediation,Mortgage and Nonmortgage Loan Brokers,522310,33.54393,-86.76168,1004 50th St N,Birmingham,AL,35212,,,,
3350753,3350753,,223-222@8gm-978-2kz,,Shaibi Foodmart,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.492947,-86.89013,1535 Warrior Rd,Birmingham,AL,35218,,,,
3352046,3352046,,zzw-222@8gk-tpy-m8v,,Adult & Adolescent Psychology Associates,,Offices of Other Health Practitioners,Offices of Mental Health Practitioners (except Physicians),621330,33.383484,-86.732124,1800 Providence Park,Birmingham,AL,35242,,,,
3353127,3353127,,222-222@8gk-tqp-2zf,,Cash World Pawn & Jewelry,,Nondepository Credit Intermediation,All Other Nondepository Credit Intermediation,522298,33.41842,-86.6748,5354 Highway 280,Birmingham,AL,35242,,,,
3353892,3353892,,zzw-222@8gk-tv6-rc5,zzw-225@8gk-tv6-rkz,Mom's Basement,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,33.526955,-86.7665,4411 3rd Ave S,Birmingham,AL,35222,,,,
3355340,3355340,,222-228@8gk-tv3-gkz,,Alabama Episcopal Properties,,Religious Organizations,Religious Organizations,813110,33.51891,-86.808365,521 20th St N,Birmingham,AL,35203,,,,
3358204,3358204,,223-222@8gk-tv4-cwk,,Pitney Bowes,,"Office Supplies, Stationery, and Gift Stores",Office Supplies and Stationery Stores,453210,33.51784,-86.812935,1710 6th Ave N,Birmingham,AL,35203,,,,
3359301,3359301,,223-223@8gk-tw4-sdv,,Shephers Fold,,Other Schools and Instruction,Sports and Recreation Instruction,611620,33.437424,-86.899315,507 Whitmore Ct,Birmingham,AL,35221,,,,
3361056,3361056,,225-222@8gk-tc3-66k,zzw-222@8gk-tc3-66k,V & P Scents 4 U,,Health and Personal Care Stores,"Cosmetics, Beauty Supplies, and Perfume Stores",446120,33.609936,-86.684494,1145 Huffman Rd,Birmingham,AL,35215,,,,
3361404,3361404,,222-223@8gk-tc9-5s5,,Zeomi,,Consumer Goods Rental,Video Tape and Disc Rental,532282,33.587143,-86.68058,1109 E Park Dr,Birmingham,AL,35235,,,,
3362054,3362054,,zzz-222@8gk-tw3-xdv,,Hillman Park,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,33.447784,-86.90237,4549 Park Ave SW,Birmingham,AL,35221,,,,
3362628,3362628,,zzy-222@8gk-tdr-mhq,,East Lake Cemetery,,Death Care Services,Cemeteries and Crematories,812220,33.56232,-86.72667,78th Street South And Division Avenue,Birmingham,AL,35206,,,,
3362739,3362739,,225-222@8gk-tsx-bzf,,Zaxby's,Zaxby's,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.46701,-86.82072,282 Palisades Blvd,Birmingham,AL,35209,,,,
3362920,3362920,,223-222@8gk-tpx-hdv,zzy-222@8gk-tpx-gtv,The Purple Onion,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.428516,-86.71175,4505 Riverview Pkwy,Birmingham,AL,35242,,,,
3364592,3364592,,224-222@8gk-tv4-k9f,,Merienda Lounge,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,33.508965,-86.80046,420 Richard Arrington Jr Blvd S,Birmingham,AL,35233,,,,
3369181,3369181,,zzw-222@8gk-tsy-6rk,,Central Alabama Bracing,,Health and Personal Care Stores,All Other Health and Personal Care Stores,446199,33.442654,-86.829544,1286 Oak Grove Rd,Birmingham,AL,35209,,,,
3369198,3369198,,zzw-222@8gk-tv3-gc5,,Birmingham Public Library,,Other Information Services,Libraries and Archives,519120,33.52094,-86.8078,2100 Park Pl,Birmingham,AL,35203,,,,
3371573,3371573,,25j-222@8gk-tv3-gkz,,F1 Enterprises LLC,,"Management, Scientific, and Technical Consulting Services",,5416,33.518627,-86.807816,505 20th St N,Birmingham,AL,35203,,,,
3371626,3371626,,223-224@8gk-tv9-x5z,zzw-222@8gk-tv9-xh5,Falcon Jennings C MD,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.50629,-86.800514,620 20th St S,Birmingham,AL,35233,,,,
3373111,3373111,,zzy-222@8gm-972-sdv,,Oumi's African Hair Braiding,,Personal Care Services,Beauty Salons,812112,33.511627,-86.89551,1912 Avenue G Ensley Al 35218,Birmingham,AL,35218,,,,
3374252,3374252,,222-222@8gk-tdp-sbk,,Sky Inn,,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,721110,33.54501,-86.74757,6000 1st Ave N,Birmingham,AL,35212,,,,
3374345,3374345,,226-222@8gk-t8p-t7q,,Auto Whiz,,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,441310,33.43048,-86.70794,509 Cahaba Park Cir,Birmingham,AL,35242,,,,
3379150,3379150,,22b-222@8gk-tcx-3bk,,Discipling Women For Christ,,Religious Organizations,Religious Organizations,813110,33.564198,-86.77807,4129 40th Ter N,Birmingham,AL,35217,,,,
3379381,3379381,,22b-222@8gk-td3-4y9,,Providence Christian Ministries Inc,,Religious Organizations,Religious Organizations,813110,33.552525,-86.840576,3619 2nd Pl W,Birmingham,AL,35207,,,,
3383170,3383170,,224-222@8gk-tc6-75z,,Awad Khalil Dr,,Offices of Other Health Practitioners,Offices of Chiropractors,621310,33.582783,-86.70888,9002 Parkway E Ste A,Birmingham,AL,35206,,,,
3384069,3384069,,222-223@8gk-tq2-92k,,Birmingham Chinese Christian Church,,Religious Organizations,Religious Organizations,813110,33.393284,-86.73673,5099 Caldwell Mill Rd,Birmingham,AL,35242,,,,
3386274,3386274,,zzw-22c@8gk-tv9-yqf,zzw-228@8gk-tv9-yqf,Pediatric Anesthesia Associates PC,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.504074,-86.805084,1600 7th Ave S,Birmingham,AL,35233,,,,
3386448,3386448,,222-223@8gk-tv3-d35,,Jefferson County Criminal Circuit Court,,"Justice, Public Order, and Safety Activities",Courts,922110,33.522697,-86.80845,801 Richard Arrington Jr Blvd N,Birmingham,AL,35203,,,,
3386617,3386617,,zzw-226@8gk-tdv-zxq,,Urban Cottage,,Personal and Household Goods Repair and Maintenance,Other Personal and Household Goods Repair and Maintenance,811490,33.529427,-86.74808,5508 Crestwood Blvd,Birmingham,AL,35212,,,,
3386766,3386766,,zzw-222@8gk-t8y-sbk,,Outside The Box Digital,,"Management, Scientific, and Technical Consulting Services",,5416,33.53035,-86.71198,7941 Crestwood Blvd,Birmingham,AL,35210,,,,
3387959,3387959,,222-224@8gk-tt2-qpv,,Health Street,Health Street,Medical and Diagnostic Laboratories,Medical Laboratories,621511,33.441525,-86.843544,110 Oxmoor Ct,Birmingham,AL,35209,,,,
3389255,3389255,,222-222@8gk-tv3-dn5,,United States Postal Service (USPS),United States Postal Service (USPS),Postal Service,Postal Service,491110,33.520267,-86.80087,351 24th St N,Birmingham,AL,35203,,,,
3389331,3389331,,zzw-222@8gk-tdx-qj9,zzw-222@8gk-tdn-v9f,Fedex Ship Center,FedEx,Couriers and Express Delivery Services,Couriers and Express Delivery Services,492110,33.55317,-86.76795,1710 40th St N,Birmingham,AL,35217,,,,
3391053,3391053,,222-223@8gk-tc9-qfz,,PNC Financial Services,PNC Financial Services,Depository Credit Intermediation,Commercial Banking,522110,33.587727,-86.70041,9208 Parkway E,Birmingham,AL,35206,,,,
3392875,3392875,,222-223@8gk-t8v-y9z,222-222@8gk-t8v-y9z,Mcelwain Baptist Church Day Care Center,,Child Day Care Services,Child Day Care Services,624410,33.51762,-86.7282,4445 Montevallo Rd,Birmingham,AL,35213,,,,
3393495,3393495,,222-222@8gk-t8p-st9,,Extended Stay America,Extended Stay America,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,721110,33.430187,-86.70631,101 Cahaba Park Cir,Birmingham,AL,35242,,,,
3393637,3393637,,zzw-223@8gk-t8w-h89,,ENT Associates Of Alabama,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.51743,-86.74682,880 Montclair Rd,Birmingham,AL,35213,,,,
3393680,3393680,,222-223@8gm-974-2kz,,George Washington Carver Memorial Gardens,,Death Care Services,Funeral Homes and Funeral Services,812210,33.53838,-86.92307,1020 Minor Pkwy,Birmingham,AL,35224,,,,
3394451,3394451,,228-222@8gk-tqt-f2k,,Azia Medical Spa,,Personal Care Services,Other Personal Care Services,812199,33.36998,-86.663895,153 Narrows Pkwy,Birmingham,AL,35242,,,,
3395000,3395000,,223-222@8gk-tv4-ks5,,Carvana Birmingham,,Automobile Dealers,Used Car Dealers,441120,33.511948,-86.80179,115 Richard Arrington Jr Blvd S,Birmingham,AL,35233,,,,
3395300,3395300,,222-223@8gk-tt2-nt9,,ACE of Trussville,,Building Material and Supplies Dealers,Home Centers,444110,33.444,-86.83701,301 Snow Dr,Birmingham,AL,35209,,,,
3396192,3396192,,228-223@8gk-tdz-fpv,,Christian Methodist Episcopal Church,,Religious Organizations,Religious Organizations,813110,33.53925,-86.73987,545 64th St S,Birmingham,AL,35212,,,,
3396379,3396379,,zzy-222@8gk-tv9-hwk,,State Farm,State Farm,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210,33.50551,-86.81373,1211 2nd Ave S,Birmingham,AL,35233,,,,
3399933,3399933,,22f-222@8gk-tv2-575,zzw-227@8gk-tv2-5j9,Orso Ronald MD,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.50858,-86.78963,800 Saint Vincents Dr Ste 500,Birmingham,AL,35205,,,,
3401041,3401041,,22m-222@8gk-t8y-r6k,,Relax Massage SPA,,Personal Care Services,Other Personal Care Services,812199,33.528774,-86.71801,1676 Montclair Rd Ste 600,Birmingham,AL,35210,,,,
3402085,3402085,,229-222@8gk-tv2-nh5,,James E Roberts DMD PC,,Offices of Dentists,Offices of Dentists,621210,33.499565,-86.788086,2301 Arlington Ave S Ste 200,Birmingham,AL,35205,,,,
3402573,3402573,,zzw-222@8gk-tv4-k75,,Sweet Tea Restaurant,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.511204,-86.79938,2205 3rd Ave S,Birmingham,AL,35233,,,,
3402751,3402751,,227-222@8gk-tv9-tsq,,Smith Opticians,,Health and Personal Care Stores,Optical Goods Stores,446130,33.496456,-86.79667,1830 14th Ave S Ste 2,Birmingham,AL,35205,,,,
3403852,3403852,,222-222@8gk-tc2-wp9,,Intouch Automotive,,Automotive Repair and Maintenance,General Automotive Repair,811111,33.607254,-86.688194,1020 Huffman Rd,Birmingham,AL,35215,,,,
3404945,3404945,,zzw-228@8gk-ttx-hbk,224-222@8gk-ttq-sdv,Peloton,Peloton,Other Transportation Equipment Manufacturing,"Motorcycle, Bicycle, and Parts Manufacturing",336991,33.44663,-86.72893,209 Summit Blvd,Birmingham,AL,35243,,,,
3406015,3406015,,224-222@8gk-tpx-j5f,222-222@8gk-tpx-j5f,Barbara C Wright OD,,Health and Personal Care Stores,Optical Goods Stores,446130,33.428474,-86.70634,420 Cahaba Park Cir,Birmingham,AL,35242,,,,
3408014,3408014,,226-222@8gk-td5-hh5,,Raised By The Village,,Child Day Care Services,Child Day Care Services,624410,33.533714,-86.80109,2930 12th Ave N,Birmingham,AL,35234,,,,
3408961,3408961,,zzw-225@8gk-t8n-8y9,223-223@8gk-t8m-kmk,Benefit Cosmetics BrowBar,,Health and Personal Care Stores,"Cosmetics, Beauty Supplies, and Perfume Stores",446120,33.420067,-86.68335,5267 Highway 280,Birmingham,AL,35242,,,,
3410337,3410337,,222-222@8gk-tw2-s5z,,Mam Food Mart,,Grocery Stores,Convenience Stores,445120,33.488113,-86.87666,2 S Park Rd SW,Birmingham,AL,35211,,,,
3410363,3410363,,223-222@8gk-tv2-wff,,Datix,,Wired and Wireless Telecommunications Carriers,Wireless Telecommunications Carriers (except Satellite),517312,33.50119,-86.794624,1031 Richard Arrington Jr Blvd S,Birmingham,AL,35205,,,,
3411220,3411220,,zzw-222@8gk-tc3-brk,,SERRA CHEVROLET INC,Chevrolet,Automobile Dealers,New Car Dealers,441110,33.614964,-86.68655,1170 Center Point Pkwy,Birmingham,AL,35215,,,,
3411440,3411440,,229-222@8gk-tv4-52k,,Fly V,,Clothing Stores,Women's Clothing Stores,448120,33.514847,-86.811806,320 17th St N,Birmingham,AL,35203,,,,
3411709,3411709,,222-222@8gk-tsz-mrk,,Birmingham Metro Treatment Center,,Offices of Other Health Practitioners,Offices of Mental Health Practitioners (except Physicians),621330,33.448814,-86.85038,151 Industrial Dr,Birmingham,AL,35211,,,,
3412207,3412207,,225-222@8gk-tw2-djv,,Gas Land,,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,33.48958,-86.88715,1800 Bessemer Rd,Birmingham,AL,35208,,,,
3413873,3413873,,226-222@8gk-tc8-yjv,,Shoe Show Mega,Shoe Show Mega,Shoe Stores,Shoe Stores,448210,33.595554,-86.69512,9518 Parkway E,Birmingham,AL,35215,,,,
3414605,3414605,,222-223@8gk-t8p-fzz,,Gloria Hutchinson MD,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.432884,-86.71799,3690 Grandview Pkwy,Birmingham,AL,35243,,,,
3414942,3414942,,225-222@8gk-tv2-3kf,,Solutions Rx Pharmacy,,Health and Personal Care Stores,Pharmacies and Drug Stores,446110,33.51351,-86.79179,2705 4th Ave S,Birmingham,AL,35233,,,,
3415154,3415154,,zzw-222@8gk-tv4-dgk,,Home Baking,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,33.521225,-86.81822,900 16th St N,Birmingham,AL,35203,,,,
3424255,3424255,,227-222@8gk-tc3-mc5,,ALDI,ALDI,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.59802,-86.69437,520 Gene Reed Rd,Birmingham,AL,35215,,,,
3424554,3424554,,zzw-222@8gk-tv7-8vz,,The Cat Rental Store,The Cat Rental Store,Commercial and Industrial Machinery and Equipment Rental and Leasing,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,532490,33.5267,-86.78836,3317 Messer Airport Hwy,Birmingham,AL,35222,,,,
3424773,3424773,,223-222@8gk-tqp-hdv,,Insurance Place,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210,33.41584,-86.67199,2225 Cahaba Valley Dr,Birmingham,AL,35242,,,,
3425873,3425873,,226-222@8gk-td2-2rk,,Carraway Handley Beverly Phys,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.536404,-86.80969,1600 Carraway Blvd,Birmingham,AL,35234,,,,
3426081,3426081,,zzw-223@8gk-tv4-5cq,,Sprout & Pour Juicery Cafe,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,33.51452,-86.80464,2015 1st Ave N,Birmingham,AL,35203,,,,
3429989,3429989,,222-222@8gk-tc3-bff,,Exotic Wings & Things,,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.616673,-86.68604,1254 Center Point Pkwy,Birmingham,AL,35215,,,,
3431224,3431224,,zzw-222@8gk-tdp-p7q,,Pacific Seafood,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.54471,-86.74628,6021 1st Ave N,Birmingham,AL,35212,,,,
