NAME,Total_Population,Median_Household_Income,Mean_Household_Income,Under_5,Age_5_to_9,Age_10_to_14,Age_15_to_19,Age_20_to_24,Age_25_to_34,Age_35_to_44,Age_45_to_54,Age_55_to_64,Age_65_to_74,Age_75_plus,Income_Less_10k,Income_10k_15k,Income_15k_20k,Income_20k_25k,Income_25k_35k,Income_35k_50k,Income_50k_75k,Income_75k_100k,Income_100k_150k,Income_150k_200k,Income_200k_plus,White_Alone,Black_Alone,American_Indian_Alone,Asian_Alone,Pacific_Islander_Alone,Other_Race_Alone,Two_Or_More_Races,No_Schooling,High_School_Grad,Associates_Degree,Bachelors_Degree,Graduate_or_Professional_Degree,Total_Male,Total_Female,state,county,tract,block group
"Block Group 1, Census Tract 1, Jefferson County, Alabama",501.0,-666666666.0,12598900.0,24.0,8.0,12.0,73.0,0.0,0.0,0.0,0.0,39.0,0.0,10.0,50.0,18.0,40.0,0.0,10.0,23.0,0.0,0.0,0.0,8.0,11.0,48.0,299.0,13.0,0.0,0.0,86.0,55.0,0.0,39.0,47.0,39.0,16.0,294.0,207.0,1,73,100,1
"Block Group 2, Census Tract 1, Jefferson County, Alabama",1011.0,39531.0,13552600.0,0.0,44.0,0.0,34.0,0.0,39.0,0.0,0.0,15.0,0.0,4.0,0.0,54.0,0.0,37.0,0.0,74.0,8.0,21.0,0.0,137.0,12.0,91.0,920.0,0.0,0.0,0.0,0.0,0.0,24.0,262.0,9.0,16.0,9.0,625.0,386.0,1,73,100,2
"Block Group 3, Census Tract 1, Jefferson County, Alabama",278.0,36302.0,3025600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,43.0,0.0,8.0,25.0,0.0,0.0,0.0,24.0,28.0,0.0,4.0,0.0,17.0,251.0,0.0,0.0,0.0,0.0,10.0,10.0,165.0,4.0,0.0,0.0,139.0,139.0,1,73,100,3
"Block Group 4, Census Tract 1, Jefferson County, Alabama",334.0,29480.0,6750400.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,20.0,0.0,0.0,101.0,24.0,11.0,13.0,0.0,8.0,23.0,146.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,13.0,96.0,0.0,219.0,115.0,1,73,100,4
"Block Group 5, Census Tract 1, Jefferson County, Alabama",422.0,33561.0,6487600.0,0.0,23.0,12.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,28.0,33.0,0.0,8.0,0.0,42.0,0.0,0.0,14.0,28.0,31.0,83.0,304.0,0.0,0.0,0.0,17.0,18.0,9.0,147.0,8.0,8.0,0.0,167.0,255.0,1,73,100,5
"Block Group 1, Census Tract 3, Jefferson County, Alabama",815.0,22733.0,11241200.0,54.0,40.0,27.0,0.0,0.0,7.0,0.0,0.0,29.0,15.0,25.0,92.0,46.0,12.0,74.0,9.0,43.0,11.0,13.0,0.0,17.0,21.0,120.0,695.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,32.0,68.0,10.0,359.0,456.0,1,73,300,1
"Block Group 2, Census Tract 3, Jefferson County, Alabama",364.0,21734.0,4096400.0,14.0,33.0,13.0,0.0,8.0,0.0,13.0,0.0,53.0,17.0,16.0,25.0,0.0,0.0,31.0,10.0,9.0,0.0,0.0,0.0,8.0,0.0,106.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,9.0,22.0,235.0,129.0,1,73,300,2
"Block Group 3, Census Tract 3, Jefferson County, Alabama",219.0,-666666666.0,1741600.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,25.0,14.0,0.0,13.0,21.0,9.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,20.0,0.0,112.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,9.0,37.0,0.0,131.0,88.0,1,73,300,3
"Block Group 1, Census Tract 4, Jefferson County, Alabama",648.0,24032.0,6709800.0,12.0,10.0,0.0,0.0,1.0,0.0,129.0,10.0,0.0,9.0,0.0,72.0,0.0,0.0,31.0,29.0,0.0,0.0,0.0,6.0,0.0,8.0,3.0,643.0,0.0,0.0,0.0,0.0,2.0,0.0,56.0,41.0,0.0,29.0,408.0,240.0,1,73,400,1
"Block Group 2, Census Tract 4, Jefferson County, Alabama",1081.0,-666666666.0,15090300.0,26.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,58.0,142.0,0.0,42.0,8.0,0.0,26.0,60.0,0.0,0.0,15.0,0.0,19.0,0.0,69.0,981.0,0.0,20.0,0.0,0.0,11.0,11.0,215.0,38.0,58.0,0.0,374.0,707.0,1,73,400,2
"Block Group 3, Census Tract 4, Jefferson County, Alabama",517.0,42750.0,9448200.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,25.0,0.0,0.0,9.0,53.0,0.0,15.0,8.0,22.0,0.0,20.0,0.0,130.0,337.0,0.0,0.0,0.0,0.0,50.0,0.0,145.0,55.0,62.0,10.0,308.0,209.0,1,73,400,3
"Block Group 4, Census Tract 4, Jefferson County, Alabama",563.0,-666666666.0,4192800.0,25.0,42.0,38.0,31.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,75.0,0.0,0.0,8.0,23.0,0.0,11.0,0.0,31.0,20.0,0.0,31.0,339.0,0.0,12.0,0.0,0.0,181.0,0.0,150.0,19.0,12.0,0.0,302.0,261.0,1,73,400,4
"Block Group 5, Census Tract 4, Jefferson County, Alabama",352.0,58879.0,7315000.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,10.0,0.0,29.0,12.0,46.0,288.0,0.0,0.0,0.0,0.0,18.0,0.0,30.0,67.0,20.0,32.0,77.0,275.0,1,73,400,5
"Block Group 6, Census Tract 4, Jefferson County, Alabama",0.0,-666666666.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,73,400,6
"Block Group 1, Census Tract 5, Jefferson County, Alabama",1652.0,10625.0,14359200.0,253.0,122.0,0.0,47.0,0.0,0.0,0.0,39.0,0.0,85.0,0.0,311.0,54.0,38.0,69.0,55.0,0.0,0.0,23.0,0.0,40.0,21.0,0.0,1527.0,22.0,0.0,0.0,0.0,103.0,0.0,263.0,5.0,58.0,0.0,651.0,1001.0,1,73,500,1
"Block Group 2, Census Tract 5, Jefferson County, Alabama",591.0,-666666666.0,8788400.0,0.0,21.0,42.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,43.0,17.0,54.0,10.0,0.0,6.0,10.0,0.0,0.0,0.0,35.0,47.0,544.0,0.0,0.0,0.0,0.0,0.0,9.0,152.0,43.0,43.0,0.0,334.0,257.0,1,73,500,2
"Block Group 3, Census Tract 5, Jefferson County, Alabama",739.0,23333.0,10499600.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,35.0,57.0,8.0,90.0,21.0,0.0,0.0,36.0,25.0,39.0,10.0,0.0,739.0,0.0,0.0,0.0,0.0,0.0,13.0,141.0,115.0,29.0,0.0,236.0,503.0,1,73,500,3
"Block Group 4, Census Tract 5, Jefferson County, Alabama",164.0,-666666666.0,3739900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,35.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,10.0,0.0,0.0,129.0,35.0,1,73,500,4
"Block Group 1, Census Tract 7, Jefferson County, Alabama",255.0,33897.0,6932100.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0,3.0,5.0,0.0,23.0,5.0,35.0,21.0,5.0,14.0,17.0,0.0,0.0,32.0,11.0,9.0,0.0,250.0,0.0,0.0,0.0,5.0,0.0,1.0,66.0,8.0,65.0,7.0,166.0,89.0,1,73,700,1
"Block Group 2, Census Tract 7, Jefferson County, Alabama",1341.0,12903.0,6350100.0,126.0,218.0,77.0,36.0,18.0,0.0,0.0,0.0,49.0,16.0,0.0,150.0,54.0,57.0,15.0,33.0,0.0,33.0,0.0,0.0,0.0,0.0,31.0,1310.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,47.0,0.0,0.0,553.0,788.0,1,73,700,2
"Block Group 3, Census Tract 7, Jefferson County, Alabama",500.0,15994.0,7358700.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,65.0,87.0,54.0,44.0,35.0,10.0,5.0,14.0,9.0,14.0,36.0,6.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,19.0,66.0,26.0,28.0,36.0,219.0,281.0,1,73,700,3
"Block Group 1, Census Tract 8, Jefferson County, Alabama",980.0,27681.0,13657900.0,0.0,0.0,61.0,69.0,0.0,0.0,17.0,24.0,5.0,52.0,3.0,41.0,28.0,93.0,53.0,161.0,0.0,0.0,0.0,7.0,47.0,29.0,11.0,963.0,0.0,0.0,0.0,6.0,0.0,0.0,273.0,80.0,68.0,24.0,593.0,387.0,1,73,800,1
"Block Group 2, Census Tract 8, Jefferson County, Alabama",550.0,40167.0,10391800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,4.0,72.0,5.0,35.0,48.0,28.0,26.0,0.0,0.0,27.0,42.0,37.0,30.0,86.0,464.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,27.0,14.0,56.0,309.0,241.0,1,73,800,2
"Block Group 3, Census Tract 8, Jefferson County, Alabama",657.0,35134.0,11201300.0,0.0,0.0,0.0,0.0,4.0,16.0,17.0,0.0,0.0,65.0,57.0,32.0,18.0,40.0,40.0,0.0,18.0,63.0,0.0,0.0,48.0,15.0,0.0,657.0,0.0,0.0,0.0,0.0,0.0,17.0,225.0,58.0,3.0,57.0,326.0,331.0,1,73,800,3
"Block Group 4, Census Tract 8, Jefferson County, Alabama",335.0,12604.0,2672900.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,20.0,33.0,0.0,58.0,53.0,35.0,0.0,0.0,20.0,7.0,0.0,0.0,0.0,0.0,0.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,35.0,0.0,200.0,135.0,1,73,800,4
"Block Group 5, Census Tract 8, Jefferson County, Alabama",602.0,-666666666.0,6432400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,8.0,0.0,0.0,18.0,0.0,0.0,50.0,10.0,16.0,0.0,0.0,602.0,0.0,0.0,0.0,0.0,0.0,26.0,56.0,54.0,32.0,0.0,129.0,473.0,1,73,800,5
"Block Group 1, Census Tract 11, Jefferson County, Alabama",592.0,65692.0,20096900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,12.0,0.0,18.0,0.0,14.0,0.0,13.0,0.0,0.0,75.0,140.0,0.0,592.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,59.0,34.0,0.0,180.0,412.0,1,73,1100,1
"Block Group 2, Census Tract 11, Jefferson County, Alabama",1312.0,33363.0,17819100.0,162.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,80.0,71.0,0.0,0.0,33.0,0.0,18.0,48.0,1264.0,0.0,0.0,0.0,0.0,0.0,5.0,309.0,93.0,10.0,0.0,406.0,906.0,1,73,1100,2
"Block Group 3, Census Tract 11, Jefferson County, Alabama",949.0,-666666666.0,29872800.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,174.0,15.0,16.0,27.0,0.0,0.0,16.0,49.0,0.0,0.0,24.0,0.0,8.0,941.0,0.0,0.0,0.0,0.0,0.0,8.0,43.0,76.0,406.0,123.0,494.0,455.0,1,73,1100,3
"Block Group 4, Census Tract 11, Jefferson County, Alabama",520.0,-666666666.0,8080200.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,14.0,18.0,0.0,28.0,15.0,0.0,0.0,0.0,0.0,0.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,18.0,58.0,0.0,316.0,204.0,1,73,1100,4
"Block Group 5, Census Tract 11, Jefferson County, Alabama",1718.0,-666666666.0,26192700.0,69.0,0.0,19.0,0.0,31.0,81.0,16.0,25.0,92.0,0.0,58.0,152.0,0.0,25.0,54.0,18.0,0.0,0.0,0.0,33.0,31.0,29.0,54.0,1046.0,0.0,0.0,0.0,594.0,24.0,0.0,136.0,73.0,301.0,97.0,635.0,1083.0,1,73,1100,5
"Block Group 6, Census Tract 11, Jefferson County, Alabama",398.0,-666666666.0,7245100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,68.0,0.0,344.0,54.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,289.0,109.0,1,73,1100,6
"Block Group 1, Census Tract 12, Jefferson County, Alabama",820.0,23438.0,9217900.0,0.0,39.0,58.0,0.0,0.0,0.0,0.0,0.0,23.0,20.0,0.0,97.0,21.0,18.0,112.0,12.0,0.0,40.0,0.0,0.0,24.0,24.0,0.0,820.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,52.0,60.0,0.0,362.0,458.0,1,73,1200,1
"Block Group 2, Census Tract 12, Jefferson County, Alabama",624.0,48333.0,18818100.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,12.0,33.0,37.0,8.0,53.0,9.0,0.0,0.0,99.0,22.0,9.0,0.0,564.0,0.0,60.0,0.0,0.0,0.0,0.0,221.0,106.0,14.0,31.0,383.0,241.0,1,73,1200,2
"Block Group 3, Census Tract 12, Jefferson County, Alabama",237.0,37930.0,5155500.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,23.0,26.0,0.0,0.0,0.0,14.0,32.0,0.0,0.0,17.0,12.0,9.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,40.0,14.0,0.0,148.0,89.0,1,73,1200,3
"Block Group 4, Census Tract 12, Jefferson County, Alabama",790.0,-666666666.0,26200300.0,0.0,41.0,20.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,47.0,34.0,0.0,21.0,0.0,0.0,43.0,349.0,441.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,19.0,171.0,207.0,387.0,403.0,1,73,1200,4
"Block Group 1, Census Tract 14, Jefferson County, Alabama",360.0,35590.0,7766800.0,0.0,0.0,0.0,17.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,13.0,45.0,0.0,17.0,11.0,19.0,54.0,34.0,13.0,7.0,0.0,26.0,334.0,0.0,0.0,0.0,0.0,0.0,14.0,26.0,13.0,79.0,0.0,251.0,109.0,1,73,1400,1
"Block Group 2, Census Tract 14, Jefferson County, Alabama",1063.0,33333.0,21717900.0,18.0,0.0,33.0,15.0,15.0,0.0,0.0,114.0,30.0,0.0,41.0,72.0,39.0,20.0,15.0,37.0,18.0,6.0,10.0,0.0,23.0,53.0,0.0,1040.0,0.0,0.0,0.0,18.0,5.0,0.0,284.0,10.0,23.0,35.0,615.0,448.0,1,73,1400,2
"Block Group 3, Census Tract 14, Jefferson County, Alabama",490.0,45677.0,14232800.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,65.0,0.0,18.0,19.0,14.0,31.0,0.0,12.0,0.0,25.0,11.0,24.0,23.0,24.0,0.0,490.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,27.0,51.0,16.0,289.0,201.0,1,73,1400,3
"Block Group 1, Census Tract 15, Jefferson County, Alabama",678.0,28056.0,9824100.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,43.0,79.0,16.0,57.0,35.0,9.0,43.0,18.0,50.0,0.0,8.0,9.0,42.0,0.0,107.0,571.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,120.0,9.0,0.0,339.0,339.0,1,73,1500,1
"Block Group 2, Census Tract 15, Jefferson County, Alabama",1065.0,41500.0,14293700.0,26.0,56.0,24.0,11.0,12.0,0.0,0.0,17.0,62.0,175.0,0.0,58.0,55.0,47.0,26.0,10.0,0.0,0.0,25.0,50.0,133.0,2.0,42.0,1023.0,0.0,0.0,0.0,0.0,0.0,13.0,428.0,122.0,0.0,0.0,578.0,487.0,1,73,1500,2
"Block Group 3, Census Tract 15, Jefferson County, Alabama",398.0,21493.0,6856000.0,0.0,38.0,22.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,26.0,0.0,70.0,65.0,12.0,0.0,22.0,0.0,0.0,9.0,20.0,0.0,398.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,45.0,16.0,0.0,161.0,237.0,1,73,1500,3
"Block Group 4, Census Tract 15, Jefferson County, Alabama",417.0,34500.0,5828400.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,17.0,0.0,37.0,38.0,0.0,0.0,0.0,0.0,39.0,11.0,0.0,9.0,0.0,24.0,0.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,59.0,72.0,0.0,190.0,227.0,1,73,1500,4
"Block Group 1, Census Tract 16, Jefferson County, Alabama",1013.0,21818.0,5746300.0,53.0,49.0,46.0,72.0,0.0,0.0,0.0,9.0,17.0,61.0,74.0,42.0,12.0,0.0,55.0,0.0,20.0,0.0,0.0,26.0,12.0,0.0,262.0,665.0,0.0,3.0,0.0,77.0,6.0,5.0,235.0,59.0,12.0,0.0,543.0,470.0,1,73,1600,1
"Block Group 2, Census Tract 16, Jefferson County, Alabama",864.0,-666666666.0,19828400.0,0.0,27.0,29.0,13.0,13.0,0.0,17.0,0.0,16.0,36.0,64.0,164.0,0.0,50.0,10.0,8.0,23.0,0.0,12.0,0.0,9.0,81.0,158.0,706.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,113.0,65.0,22.0,365.0,499.0,1,73,1600,2
"Block Group 3, Census Tract 16, Jefferson County, Alabama",448.0,-666666666.0,7130000.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,24.0,53.0,12.0,12.0,6.0,0.0,0.0,33.0,36.0,26.0,422.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,17.0,26.0,0.0,197.0,251.0,1,73,1600,3
"Block Group 4, Census Tract 16, Jefferson County, Alabama",752.0,-666666666.0,9863200.0,16.0,44.0,28.0,15.0,0.0,0.0,0.0,16.0,0.0,41.0,16.0,99.0,80.0,0.0,38.0,20.0,9.0,16.0,22.0,0.0,0.0,52.0,0.0,752.0,0.0,0.0,0.0,0.0,0.0,17.0,79.0,0.0,110.0,0.0,280.0,472.0,1,73,1600,4
"Block Group 1, Census Tract 19.02, Jefferson County, Alabama",635.0,16838.0,9112700.0,14.0,2.0,34.0,6.0,3.0,22.0,0.0,22.0,29.0,11.0,33.0,76.0,36.0,34.0,25.0,18.0,18.0,11.0,0.0,0.0,13.0,14.0,45.0,543.0,0.0,0.0,0.0,42.0,5.0,0.0,117.0,13.0,46.0,27.0,335.0,300.0,1,73,1902,1
"Block Group 2, Census Tract 19.02, Jefferson County, Alabama",421.0,39375.0,6786200.0,16.0,19.0,0.0,10.0,10.0,0.0,0.0,23.0,14.0,13.0,0.0,26.0,20.0,0.0,8.0,8.0,15.0,6.0,13.0,10.0,5.0,23.0,47.0,318.0,0.0,0.0,0.0,56.0,0.0,0.0,109.0,17.0,22.0,0.0,177.0,244.0,1,73,1902,2
"Block Group 3, Census Tract 19.02, Jefferson County, Alabama",694.0,26250.0,14913700.0,7.0,64.0,33.0,0.0,0.0,0.0,42.0,20.0,4.0,30.0,50.0,34.0,10.0,51.0,36.0,13.0,60.0,0.0,0.0,0.0,27.0,38.0,117.0,468.0,0.0,0.0,0.0,83.0,26.0,0.0,198.0,39.0,0.0,0.0,343.0,351.0,1,73,1902,3
"Block Group 1, Census Tract 20, Jefferson County, Alabama",1057.0,-666666666.0,14552900.0,34.0,51.0,43.0,14.0,0.0,0.0,0.0,0.0,76.0,68.0,4.0,51.0,60.0,89.0,13.0,0.0,4.0,50.0,9.0,30.0,36.0,18.0,256.0,767.0,0.0,0.0,0.0,0.0,34.0,6.0,230.0,118.0,47.0,9.0,481.0,576.0,1,73,2000,1
"Block Group 2, Census Tract 20, Jefferson County, Alabama",1576.0,18214.0,10240800.0,44.0,0.0,29.0,35.0,0.0,0.0,0.0,0.0,201.0,0.0,0.0,93.0,93.0,66.0,9.0,32.0,57.0,0.0,42.0,10.0,0.0,0.0,788.0,788.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,44.0,34.0,0.0,488.0,1088.0,1,73,2000,2
"Block Group 3, Census Tract 20, Jefferson County, Alabama",1305.0,25673.0,22536000.0,41.0,0.0,16.0,0.0,0.0,73.0,0.0,57.0,41.0,158.0,36.0,124.0,0.0,96.0,54.0,54.0,37.0,0.0,0.0,0.0,31.0,131.0,332.0,870.0,0.0,0.0,0.0,103.0,0.0,24.0,520.0,52.0,29.0,8.0,711.0,594.0,1,73,2000,3
"Block Group 1, Census Tract 21, Jefferson County, Alabama",1392.0,28750.0,37114800.0,49.0,94.0,15.0,23.0,34.0,0.0,0.0,20.0,11.0,9.0,55.0,85.0,191.0,19.0,20.0,31.0,30.0,56.0,15.0,13.0,49.0,19.0,311.0,1070.0,0.0,0.0,0.0,0.0,11.0,0.0,331.0,89.0,95.0,20.0,664.0,728.0,1,73,2100,1
"Block Group 2, Census Tract 21, Jefferson County, Alabama",517.0,-666666666.0,10887700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,11.0,0.0,59.0,29.0,32.0,23.0,12.0,12.0,25.0,0.0,20.0,12.0,29.0,212.0,305.0,0.0,0.0,0.0,0.0,0.0,18.0,168.0,20.0,63.0,0.0,237.0,280.0,1,73,2100,2
"Block Group 3, Census Tract 21, Jefferson County, Alabama",430.0,26021.0,16544000.0,0.0,0.0,0.0,51.0,0.0,0.0,126.0,0.0,35.0,31.0,0.0,0.0,0.0,42.0,0.0,71.0,0.0,0.0,8.0,0.0,0.0,10.0,21.0,409.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,25.0,0.0,0.0,271.0,159.0,1,73,2100,3
"Block Group 1, Census Tract 22, Jefferson County, Alabama",1306.0,26475.0,18054100.0,20.0,47.0,48.0,5.0,0.0,0.0,8.0,0.0,0.0,13.0,20.0,71.0,30.0,69.0,33.0,64.0,24.0,33.0,5.0,21.0,25.0,41.0,156.0,1090.0,20.0,27.0,0.0,0.0,13.0,44.0,266.0,80.0,81.0,14.0,586.0,720.0,1,73,2200,1
"Block Group 2, Census Tract 22, Jefferson County, Alabama",1300.0,35000.0,16686200.0,31.0,99.0,0.0,48.0,29.0,10.0,0.0,7.0,76.0,61.0,6.0,60.0,5.0,46.0,15.0,57.0,31.0,54.0,0.0,14.0,21.0,100.0,49.0,1251.0,0.0,0.0,0.0,0.0,0.0,0.0,393.0,35.0,74.0,11.0,584.0,716.0,1,73,2200,2
"Block Group 1, Census Tract 23.03, Jefferson County, Alabama",1539.0,22089.0,24085500.0,267.0,92.0,106.0,11.0,0.0,0.0,0.0,24.0,76.0,4.0,3.0,119.0,52.0,21.0,70.0,0.0,55.0,31.0,47.0,52.0,0.0,22.0,0.0,1348.0,0.0,0.0,0.0,127.0,64.0,0.0,159.0,98.0,80.0,3.0,802.0,737.0,1,73,2303,1
"Block Group 2, Census Tract 23.03, Jefferson County, Alabama",953.0,13950.0,16043500.0,18.0,14.0,132.0,0.0,0.0,0.0,0.0,18.0,0.0,27.0,27.0,169.0,25.0,42.0,12.0,4.0,0.0,0.0,0.0,0.0,4.0,20.0,0.0,953.0,0.0,0.0,0.0,0.0,0.0,5.0,148.0,9.0,113.0,0.0,388.0,565.0,1,73,2303,2
"Block Group 3, Census Tract 23.03, Jefferson County, Alabama",449.0,24219.0,6624900.0,27.0,52.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,10.0,47.0,0.0,10.0,71.0,0.0,56.0,0.0,0.0,0.0,17.0,0.0,79.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,28.0,20.0,0.0,235.0,214.0,1,73,2303,3
"Block Group 1, Census Tract 23.05, Jefferson County, Alabama",1475.0,56429.0,43752100.0,24.0,56.0,63.0,0.0,0.0,23.0,0.0,0.0,67.0,142.0,161.0,78.0,0.0,26.0,12.0,23.0,55.0,49.0,53.0,0.0,92.0,79.0,725.0,691.0,0.0,28.0,6.0,10.0,15.0,0.0,163.0,87.0,344.0,211.0,784.0,691.0,1,73,2305,1
"Block Group 2, Census Tract 23.05, Jefferson County, Alabama",1513.0,88750.0,67731700.0,68.0,104.0,0.0,7.0,0.0,0.0,9.0,8.0,92.0,53.0,174.0,0.0,0.0,20.0,0.0,0.0,9.0,0.0,21.0,0.0,90.0,91.0,1365.0,23.0,0.0,100.0,0.0,7.0,18.0,0.0,42.0,33.0,343.0,350.0,722.0,791.0,1,73,2305,2
"Block Group 1, Census Tract 23.06, Jefferson County, Alabama",658.0,101429.0,35622800.0,23.0,0.0,0.0,27.0,10.0,0.0,0.0,3.0,36.0,52.0,0.0,0.0,26.0,38.0,6.0,0.0,0.0,7.0,7.0,0.0,42.0,30.0,642.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,12.0,196.0,152.0,362.0,296.0,1,73,2306,1
"Block Group 2, Census Tract 23.06, Jefferson County, Alabama",2380.0,94375.0,119870600.0,40.0,47.0,45.0,16.0,75.0,0.0,0.0,38.0,67.0,409.0,69.0,32.0,0.0,0.0,7.0,26.0,192.0,21.0,10.0,8.0,14.0,65.0,2138.0,218.0,0.0,0.0,0.0,9.0,15.0,22.0,74.0,87.0,596.0,163.0,1247.0,1133.0,1,73,2306,2
"Block Group 3, Census Tract 23.06, Jefferson County, Alabama",1053.0,89609.0,67188900.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,196.0,152.0,35.0,0.0,49.0,0.0,19.0,20.0,39.0,11.0,9.0,0.0,34.0,32.0,785.0,228.0,0.0,16.0,0.0,0.0,24.0,0.0,112.0,25.0,439.0,107.0,549.0,504.0,1,73,2306,3
"Block Group 1, Census Tract 24.01, Jefferson County, Alabama",248.0,-666666666.0,9389300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,112.0,23.0,19.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,19.0,20.0,220.0,0.0,7.0,6.0,0.0,0.0,15.0,0.0,0.0,0.0,60.0,26.0,167.0,81.0,1,73,2401,1
"Block Group 2, Census Tract 24.01, Jefferson County, Alabama",633.0,29233.0,24563300.0,10.0,2.0,2.0,0.0,0.0,10.0,7.0,32.0,47.0,40.0,67.0,44.0,32.0,63.0,20.0,82.0,10.0,8.0,0.0,0.0,44.0,36.0,422.0,170.0,0.0,7.0,0.0,0.0,34.0,18.0,67.0,13.0,192.0,35.0,313.0,320.0,1,73,2401,2
"Block Group 3, Census Tract 24.01, Jefferson County, Alabama",474.0,16972.0,7652900.0,0.0,16.0,58.0,1.0,106.0,0.0,0.0,0.0,9.0,11.0,0.0,6.0,77.0,69.0,0.0,0.0,23.0,11.0,0.0,8.0,8.0,0.0,132.0,329.0,0.0,0.0,0.0,0.0,13.0,0.0,53.0,0.0,11.0,0.0,267.0,207.0,1,73,2401,3
