NAME,Total_Population,Median_Household_Income,Mean_Household_Income,Under_5,Age_5_to_9,Age_10_to_14,Age_15_to_19,Age_20_to_24,Age_25_to_34,Age_35_to_44,Age_45_to_54,Age_55_to_64,Age_65_to_74,Age_75_plus,Income_Less_10k,Income_10k_15k,Income_15k_20k,Income_20k_25k,Income_25k_35k,Income_35k_50k,Income_50k_75k,Income_75k_100k,Income_100k_150k,Income_150k_200k,Income_200k_plus,White_Alone,Black_Alone,American_Indian_Alone,Asian_Alone,Pacific_Islander_Alone,Other_Race_Alone,Two_Or_More_Races,No_Schooling,High_School_Grad,Associates_Degree,Bachelors_Degree,Graduate_or_Professional_Degree,Total_Male,Total_Female,state,county,tract,block group
"Block Group 3, Census Tract 142.06, Jefferson County, Alabama",2440.0,85346.0,93889200.0,0.0,71.0,19.0,0.0,0.0,215.0,0.0,25.0,180.0,342.0,0.0,122.0,20.0,19.0,0.0,0.0,17.0,0.0,0.0,68.0,91.0,110.0,1829.0,592.0,0.0,0.0,0.0,0.0,19.0,0.0,400.0,313.0,429.0,56.0,1447.0,993.0,1,73,14206,3
"Block Group 1, Census Tract 142.07, Jefferson County, Alabama",649.0,51003.0,39105300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,124.0,0.0,76.0,0.0,522.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,159.0,77.0,572.0,1,73,14207,1
"Block Group 2, Census Tract 142.07, Jefferson County, Alabama",2191.0,83238.0,58680600.0,87.0,256.0,89.0,71.0,0.0,75.0,0.0,0.0,21.0,0.0,21.0,67.0,0.0,0.0,0.0,71.0,48.0,0.0,31.0,34.0,76.0,0.0,1391.0,796.0,0.0,4.0,0.0,0.0,0.0,0.0,415.0,147.0,261.0,112.0,1164.0,1027.0,1,73,14207,2
"Block Group 3, Census Tract 142.07, Jefferson County, Alabama",2295.0,70398.0,79192000.0,116.0,65.0,50.0,89.0,0.0,60.0,0.0,56.0,57.0,24.0,185.0,0.0,24.0,35.0,118.0,0.0,69.0,0.0,36.0,0.0,250.0,297.0,908.0,1387.0,0.0,0.0,0.0,0.0,0.0,0.0,461.0,218.0,177.0,19.0,1267.0,1028.0,1,73,14207,3
"Block Group 1, Census Tract 142.08, Jefferson County, Alabama",1554.0,120000.0,52876600.0,104.0,0.0,0.0,44.0,0.0,0.0,49.0,52.0,0.0,0.0,115.0,24.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,9.0,34.0,569.0,932.0,0.0,45.0,0.0,0.0,8.0,0.0,138.0,59.0,141.0,262.0,664.0,890.0,1,73,14208,1
"Block Group 2, Census Tract 142.08, Jefferson County, Alabama",1384.0,102063.0,41810700.0,83.0,40.0,51.0,91.0,0.0,0.0,0.0,0.0,0.0,20.0,105.0,0.0,0.0,0.0,20.0,55.0,0.0,0.0,0.0,6.0,33.0,33.0,1285.0,0.0,5.0,91.0,0.0,0.0,3.0,78.0,6.0,103.0,264.0,127.0,666.0,718.0,1,73,14208,2
"Block Group 3, Census Tract 142.08, Jefferson County, Alabama",1301.0,118367.0,62087400.0,13.0,0.0,0.0,27.0,94.0,0.0,0.0,0.0,33.0,37.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0,103.0,1180.0,41.0,0.0,80.0,0.0,0.0,0.0,0.0,98.0,148.0,250.0,139.0,623.0,678.0,1,73,14208,3
"Block Group 4, Census Tract 142.08, Jefferson County, Alabama",2396.0,117569.0,89251300.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,210.0,73.0,40.0,18.0,0.0,0.0,41.0,38.0,0.0,15.0,53.0,91.0,20.0,99.0,1394.0,649.0,0.0,5.0,0.0,85.0,263.0,46.0,339.0,163.0,336.0,98.0,1138.0,1258.0,1,73,14208,4
"Block Group 1, Census Tract 142.09, Jefferson County, Alabama",1009.0,118439.0,52206900.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,16.0,14.0,0.0,0.0,32.0,14.0,18.0,0.0,15.0,962.0,0.0,0.0,25.0,0.0,0.0,22.0,0.0,311.0,56.0,8.0,14.0,588.0,421.0,1,73,14209,1
"Block Group 2, Census Tract 142.09, Jefferson County, Alabama",335.0,44170.0,7866700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,14.0,0.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,14.0,46.0,14.0,107.0,228.0,1,73,14209,2
"Block Group 3, Census Tract 142.09, Jefferson County, Alabama",2792.0,109861.0,126987600.0,41.0,197.0,199.0,27.0,0.0,0.0,0.0,0.0,21.0,0.0,130.0,15.0,44.0,21.0,0.0,0.0,25.0,19.0,14.0,0.0,16.0,98.0,1393.0,963.0,0.0,364.0,0.0,0.0,72.0,0.0,270.0,207.0,380.0,358.0,1317.0,1475.0,1,73,14209,3
"Block Group 1, Census Tract 143.01, Jefferson County, Alabama",1843.0,41750.0,39699500.0,70.0,12.0,48.0,50.0,8.0,0.0,0.0,31.0,170.0,182.0,47.0,31.0,50.0,44.0,77.0,43.0,92.0,8.0,31.0,30.0,0.0,96.0,675.0,1115.0,0.0,0.0,0.0,0.0,53.0,0.0,499.0,100.0,352.0,16.0,939.0,904.0,1,73,14301,1
"Block Group 2, Census Tract 143.01, Jefferson County, Alabama",254.0,35682.0,5127000.0,0.0,19.0,0.0,18.0,0.0,0.0,0.0,28.0,0.0,4.0,0.0,0.0,25.0,21.0,0.0,10.0,0.0,18.0,0.0,0.0,20.0,0.0,244.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,17.0,13.0,141.0,113.0,1,73,14301,2
"Block Group 3, Census Tract 143.01, Jefferson County, Alabama",524.0,34911.0,19135800.0,0.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,39.0,25.0,52.0,43.0,14.0,14.0,48.0,7.0,14.0,0.0,483.0,29.0,0.0,0.0,0.0,0.0,12.0,6.0,96.0,51.0,153.0,14.0,239.0,285.0,1,73,14301,3
"Block Group 1, Census Tract 143.03, Jefferson County, Alabama",1439.0,58449.0,44822800.0,17.0,0.0,0.0,28.0,36.0,0.0,0.0,76.0,87.0,80.0,0.0,0.0,0.0,0.0,24.0,0.0,120.0,0.0,103.0,0.0,177.0,73.0,540.0,794.0,0.0,0.0,0.0,105.0,0.0,0.0,126.0,239.0,366.0,33.0,649.0,790.0,1,73,14303,1
"Block Group 2, Census Tract 143.03, Jefferson County, Alabama",905.0,241536.0,81346500.0,22.0,0.0,61.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,19.0,573.0,258.0,0.0,74.0,0.0,0.0,0.0,54.0,76.0,35.0,217.0,70.0,359.0,546.0,1,73,14303,2
"Block Group 3, Census Tract 143.03, Jefferson County, Alabama",1459.0,107757.0,78173400.0,133.0,91.0,25.0,0.0,0.0,0.0,0.0,0.0,67.0,127.0,59.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,132.0,25.0,822.0,193.0,15.0,385.0,0.0,44.0,0.0,0.0,48.0,254.0,377.0,64.0,731.0,728.0,1,73,14303,3
"Block Group 4, Census Tract 143.03, Jefferson County, Alabama",2107.0,143482.0,114221100.0,98.0,209.0,173.0,14.0,18.0,0.0,0.0,0.0,23.0,0.0,42.0,0.0,15.0,15.0,14.0,0.0,0.0,0.0,65.0,55.0,0.0,9.0,1808.0,261.0,0.0,30.0,0.0,0.0,8.0,0.0,216.0,0.0,357.0,275.0,1091.0,1016.0,1,73,14303,4
"Block Group 1, Census Tract 143.04, Jefferson County, Alabama",822.0,69188.0,29706100.0,10.0,12.0,16.0,92.0,0.0,0.0,0.0,6.0,0.0,51.0,20.0,30.0,0.0,15.0,7.0,0.0,0.0,0.0,45.0,0.0,18.0,100.0,537.0,223.0,0.0,27.0,0.0,0.0,35.0,0.0,24.0,0.0,89.0,51.0,315.0,507.0,1,73,14304,1
"Block Group 2, Census Tract 143.04, Jefferson County, Alabama",1658.0,48721.0,52586800.0,128.0,0.0,0.0,0.0,0.0,69.0,0.0,54.0,99.0,44.0,102.0,47.0,76.0,0.0,65.0,13.0,46.0,40.0,90.0,98.0,119.0,70.0,867.0,544.0,0.0,72.0,0.0,21.0,154.0,0.0,57.0,131.0,407.0,114.0,700.0,958.0,1,73,14304,2
"Block Group 3, Census Tract 143.04, Jefferson County, Alabama",926.0,-666666666.0,33940600.0,0.0,22.0,0.0,21.0,69.0,23.0,0.0,11.0,49.0,19.0,12.0,43.0,72.0,18.0,0.0,0.0,0.0,0.0,39.0,37.0,13.0,11.0,413.0,492.0,0.0,0.0,0.0,0.0,21.0,0.0,107.0,41.0,251.0,46.0,353.0,573.0,1,73,14304,3
"Block Group 4, Census Tract 143.04, Jefferson County, Alabama",491.0,-666666666.0,11584100.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,46.0,32.0,0.0,108.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,16.0,12.0,41.0,218.0,249.0,0.0,0.0,0.0,24.0,0.0,0.0,30.0,0.0,115.0,100.0,219.0,272.0,1,73,14304,4
"Block Group 1, Census Tract 144.04, Jefferson County, Alabama",3396.0,140136.0,186613700.0,61.0,172.0,212.0,162.0,12.0,19.0,12.0,68.0,118.0,221.0,139.0,13.0,13.0,33.0,12.0,0.0,12.0,58.0,38.0,42.0,100.0,49.0,2708.0,466.0,0.0,0.0,0.0,0.0,222.0,37.0,158.0,152.0,510.0,461.0,1756.0,1640.0,1,73,14404,1
"Block Group 2, Census Tract 144.04, Jefferson County, Alabama",1761.0,60553.0,56847800.0,37.0,97.0,21.0,13.0,164.0,0.0,0.0,0.0,33.0,36.0,77.0,137.0,0.0,0.0,7.0,0.0,25.0,50.0,116.0,0.0,42.0,61.0,640.0,986.0,0.0,80.0,0.0,25.0,30.0,0.0,86.0,176.0,343.0,139.0,730.0,1031.0,1,73,14404,2
"Block Group 3, Census Tract 144.04, Jefferson County, Alabama",1443.0,83720.0,67075700.0,129.0,58.0,80.0,11.0,0.0,0.0,0.0,14.0,35.0,29.0,68.0,0.0,14.0,24.0,25.0,12.0,0.0,9.0,14.0,0.0,39.0,65.0,1228.0,16.0,0.0,185.0,0.0,0.0,14.0,0.0,63.0,63.0,227.0,209.0,623.0,820.0,1,73,14404,3
"Block Group 1, Census Tract 144.05, Jefferson County, Alabama",1667.0,42800.0,41480500.0,22.0,100.0,32.0,20.0,0.0,14.0,36.0,0.0,167.0,88.0,34.0,23.0,130.0,8.0,79.0,37.0,28.0,0.0,25.0,16.0,17.0,29.0,727.0,741.0,10.0,0.0,0.0,144.0,45.0,11.0,50.0,107.0,279.0,115.0,708.0,959.0,1,73,14405,1
"Block Group 2, Census Tract 144.05, Jefferson County, Alabama",1148.0,86944.0,58708000.0,59.0,32.0,58.0,34.0,46.0,0.0,0.0,55.0,40.0,79.0,12.0,30.0,0.0,0.0,0.0,17.0,7.0,0.0,0.0,0.0,49.0,55.0,619.0,406.0,0.0,109.0,0.0,0.0,14.0,0.0,25.0,67.0,257.0,96.0,680.0,468.0,1,73,14405,2
"Block Group 3, Census Tract 144.05, Jefferson County, Alabama",1667.0,71047.0,67199600.0,32.0,75.0,42.0,6.0,0.0,0.0,14.0,139.0,113.0,108.0,38.0,0.0,10.0,40.0,0.0,45.0,91.0,8.0,64.0,36.0,15.0,81.0,1416.0,28.0,0.0,56.0,0.0,64.0,103.0,60.0,103.0,76.0,433.0,185.0,931.0,736.0,1,73,14405,3
"Block Group 1, Census Tract 144.06, Jefferson County, Alabama",1709.0,144881.0,95988500.0,99.0,34.0,12.0,108.0,0.0,0.0,0.0,0.0,0.0,72.0,126.0,0.0,0.0,15.0,16.0,0.0,25.0,17.0,0.0,16.0,22.0,66.0,1324.0,311.0,0.0,74.0,0.0,0.0,0.0,0.0,90.0,82.0,462.0,330.0,864.0,845.0,1,73,14406,1
"Block Group 2, Census Tract 144.06, Jefferson County, Alabama",1284.0,88586.0,76147800.0,40.0,21.0,22.0,60.0,0.0,0.0,0.0,51.0,30.0,92.0,18.0,0.0,0.0,0.0,15.0,0.0,56.0,0.0,15.0,16.0,0.0,52.0,1081.0,192.0,0.0,3.0,0.0,0.0,8.0,40.0,123.0,0.0,229.0,264.0,665.0,619.0,1,73,14406,2
"Block Group 3, Census Tract 144.06, Jefferson County, Alabama",1081.0,128824.0,44776700.0,41.0,49.0,85.0,20.0,17.0,0.0,0.0,17.0,0.0,54.0,51.0,38.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,936.0,24.0,11.0,110.0,0.0,0.0,0.0,0.0,48.0,23.0,386.0,171.0,556.0,525.0,1,73,14406,3
"Block Group 4, Census Tract 144.06, Jefferson County, Alabama",1996.0,120196.0,103260000.0,32.0,149.0,89.0,36.0,12.0,0.0,0.0,78.0,20.0,76.0,56.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,36.0,14.0,12.0,0.0,1389.0,480.0,0.0,103.0,0.0,0.0,24.0,0.0,119.0,61.0,295.0,492.0,1087.0,909.0,1,73,14406,4
"Block Group 1, Census Tract 144.08, Jefferson County, Alabama",1613.0,65942.0,60514900.0,86.0,0.0,25.0,0.0,0.0,0.0,0.0,20.0,0.0,229.0,71.0,32.0,45.0,109.0,16.0,24.0,42.0,48.0,11.0,9.0,24.0,119.0,591.0,846.0,0.0,88.0,0.0,50.0,38.0,205.0,180.0,43.0,271.0,179.0,628.0,985.0,1,73,14408,1
"Block Group 2, Census Tract 144.08, Jefferson County, Alabama",0.0,-666666666.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,73,14408,2
"Block Group 3, Census Tract 144.08, Jefferson County, Alabama",2166.0,51938.0,71151400.0,107.0,52.0,72.0,51.0,67.0,0.0,0.0,119.0,102.0,98.0,129.0,45.0,0.0,16.0,135.0,66.0,9.0,11.0,117.0,0.0,138.0,70.0,1202.0,885.0,0.0,42.0,0.0,0.0,37.0,0.0,133.0,83.0,326.0,213.0,996.0,1170.0,1,73,14408,3
"Block Group 1, Census Tract 144.09, Jefferson County, Alabama",2181.0,86615.0,105463700.0,40.0,24.0,37.0,34.0,27.0,8.0,9.0,26.0,77.0,25.0,56.0,9.0,26.0,36.0,0.0,9.0,18.0,82.0,8.0,0.0,81.0,29.0,1834.0,61.0,0.0,247.0,5.0,23.0,11.0,0.0,171.0,70.0,813.0,135.0,963.0,1218.0,1,73,14409,1
"Block Group 2, Census Tract 144.09, Jefferson County, Alabama",799.0,99435.0,25484600.0,10.0,83.0,62.0,0.0,0.0,0.0,0.0,27.0,23.0,18.0,49.0,16.0,10.0,13.0,0.0,9.0,0.0,0.0,0.0,8.0,7.0,19.0,749.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,49.0,73.0,133.0,455.0,344.0,1,73,14409,2
"Block Group 1, Census Tract 144.10, Jefferson County, Alabama",1800.0,167344.0,121702300.0,75.0,49.0,87.0,46.0,0.0,0.0,0.0,0.0,51.0,24.0,71.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,10.0,1685.0,14.0,0.0,101.0,0.0,0.0,0.0,0.0,47.0,53.0,629.0,257.0,853.0,947.0,1,73,14410,1
"Block Group 2, Census Tract 144.10, Jefferson County, Alabama",1272.0,67939.0,45592500.0,0.0,13.0,0.0,29.0,0.0,0.0,0.0,33.0,277.0,83.0,39.0,97.0,0.0,73.0,18.0,17.0,0.0,9.0,23.0,41.0,39.0,79.0,856.0,175.0,0.0,189.0,0.0,0.0,52.0,0.0,195.0,55.0,236.0,234.0,637.0,635.0,1,73,14410,2
"Block Group 3, Census Tract 144.10, Jefferson County, Alabama",1820.0,132500.0,125971800.0,127.0,0.0,29.0,26.0,0.0,0.0,0.0,18.0,0.0,13.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,0.0,12.0,69.0,1531.0,57.0,0.0,232.0,0.0,0.0,0.0,33.0,136.0,70.0,659.0,136.0,845.0,975.0,1,73,14410,3
"Block Group 1, Census Tract 144.12, Jefferson County, Alabama",1534.0,100179.0,68074400.0,40.0,71.0,70.0,12.0,18.0,0.0,0.0,0.0,163.0,11.0,42.0,9.0,0.0,24.0,60.0,5.0,24.0,8.0,28.0,21.0,34.0,52.0,1474.0,46.0,0.0,0.0,0.0,0.0,14.0,0.0,55.0,86.0,457.0,270.0,779.0,755.0,1,73,14412,1
"Block Group 2, Census Tract 144.12, Jefferson County, Alabama",3091.0,117422.0,146192100.0,154.0,143.0,172.0,27.0,47.0,11.0,0.0,21.0,44.0,193.0,186.0,25.0,10.0,0.0,5.0,24.0,25.0,39.0,43.0,18.0,37.0,35.0,2814.0,76.0,0.0,38.0,0.0,35.0,128.0,0.0,137.0,84.0,778.0,267.0,1528.0,1563.0,1,73,14412,2
"Block Group 1, Census Tract 144.14, Jefferson County, Alabama",1489.0,142672.0,72194200.0,84.0,0.0,24.0,0.0,18.0,47.0,0.0,16.0,60.0,82.0,7.0,32.0,0.0,16.0,0.0,19.0,0.0,0.0,0.0,32.0,42.0,23.0,1362.0,86.0,0.0,0.0,0.0,0.0,41.0,0.0,89.0,128.0,382.0,271.0,682.0,807.0,1,73,14414,1
"Block Group 2, Census Tract 144.14, Jefferson County, Alabama",2209.0,114375.0,116859300.0,95.0,73.0,64.0,84.0,0.0,0.0,0.0,0.0,25.0,42.0,17.0,0.0,0.0,42.0,0.0,0.0,0.0,111.0,10.0,25.0,24.0,9.0,1612.0,365.0,0.0,92.0,0.0,34.0,106.0,0.0,117.0,114.0,699.0,287.0,1064.0,1145.0,1,73,14414,2
"Block Group 3, Census Tract 144.14, Jefferson County, Alabama",2641.0,135833.0,165236700.0,0.0,71.0,40.0,0.0,37.0,0.0,14.0,105.0,49.0,16.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,3.0,27.0,16.0,2607.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,212.0,203.0,692.0,190.0,1147.0,1494.0,1,73,14414,3
"Block Group 1, Census Tract 144.15, Jefferson County, Alabama",2915.0,147059.0,145394200.0,146.0,236.0,124.0,41.0,22.0,22.0,0.0,0.0,75.0,95.0,39.0,13.0,71.0,38.0,24.0,8.0,0.0,34.0,45.0,0.0,0.0,47.0,2277.0,92.0,0.0,281.0,0.0,0.0,265.0,0.0,51.0,53.0,905.0,397.0,1406.0,1509.0,1,73,14415,1
"Block Group 2, Census Tract 144.15, Jefferson County, Alabama",1592.0,79873.0,51984200.0,0.0,78.0,48.0,12.0,0.0,10.0,0.0,32.0,87.0,116.0,28.0,76.0,0.0,17.0,15.0,10.0,0.0,0.0,15.0,34.0,0.0,75.0,577.0,444.0,0.0,393.0,0.0,155.0,23.0,6.0,176.0,96.0,499.0,121.0,681.0,911.0,1,73,14415,2
