segment_id,Purpose,origin_zone,weekday,trips,service_days,policy_flexible,peak_time_bin,peak_time_share,active_time_bins,alternative_time_share_raw,average_alternative_shift_minutes_raw,expected_shift_potential_minutes_raw,temporal_flexibility_index_raw,meets_reliability_filter,temporal_eligible,alternative_time_share,average_alternative_shift_minutes,expected_shift_potential_minutes,temporal_flexibility_index,A_s,D_s_minutes,T_s,active_destination_zones,sum_squared_destination_shares,alternative_destination_count_raw,effective_destination_count_raw,geographical_flexibility_index_raw,dominant_destination_zone,dominant_destination_visits,dominant_destination_share,geographical_eligible,alternative_destination_count,effective_destination_count,geographical_flexibility_index,dominant_destination_zone_final,dominant_destination_visits_final,dominant_destination_share_final,G_s
Dialysis | r35_c21 | Friday,Dialysis,r35_c21,Friday,4,3,True,09:30-10:00,0.5,3,0.5,30.0,15.0,0.125,False,False,,,,,,,,1.0,1.0,0.0,1.0,0.0,r34_c24,4.0,1.0,False,,,,,,,
Dialysis | r35_c21 | Monday,Dialysis,r35_c21,Monday,12,3,True,09:30-10:00,0.5,4,0.5,80.0,40.0,0.1875,True,True,0.5,80.0,40.0,0.1875,0.5,80.0,0.1875,1.0,1.0,0.0,1.0,0.0,r34_c24,12.0,1.0,True,0.0,1.0,0.0,r34_c24,12.0,1.0,0.0
Dialysis | r35_c21 | Wednesday,Dialysis,r35_c21,Wednesday,6,3,True,09:30-10:00,0.6666666666666666,3,0.33333333333333337,209.99999999999997,70.0,0.20833333333333331,False,False,,,,,,,,1.0,1.0,0.0,1.0,0.0,r34_c24,6.0,1.0,False,,,,,,,
Dialysis | r35_c22 | Friday,Dialysis,r35_c22,Friday,72,53,True,09:30-10:00,0.9583333333333334,2,0.04166666666666663,300.0000000000003,12.5,0.041666666666666664,True,True,0.04166666666666663,300.0000000000003,12.5,0.041666666666666664,0.04166666666666663,300.0000000000003,0.041666666666666664,1.0,1.0,0.0,1.0,0.0,r34_c23,72.0,1.0,True,0.0,1.0,0.0,r34_c23,72.0,1.0,0.0
Dialysis | r35_c22 | Monday,Dialysis,r35_c22,Monday,59,51,True,09:30-10:00,0.9322033898305084,3,0.06779661016949157,239.99999999999983,16.271186440677965,0.059322033898305086,True,True,0.06779661016949157,239.99999999999983,16.271186440677965,0.059322033898305086,0.06779661016949157,239.99999999999983,0.059322033898305086,1.0,1.0,0.0,1.0,0.0,r34_c23,59.0,1.0,True,0.0,1.0,0.0,r34_c23,59.0,1.0,0.0
Dialysis | r35_c22 | Thursday,Dialysis,r35_c22,Thursday,2,2,True,08:30-09:00,0.5,2,0.5,60.0,30.0,0.25,False,False,,,,,,,,2.0,0.5,1.0,2.0,0.5,r21_c9,1.0,0.5,False,,,,,,,
Dialysis | r35_c22 | Tuesday,Dialysis,r35_c22,Tuesday,1,1,True,09:30-10:00,1.0,1,0.0,,0.0,0.0,False,False,,,,,,,,1.0,1.0,0.0,1.0,0.0,r34_c23,1.0,1.0,False,,,,,,,
Dialysis | r35_c22 | Wednesday,Dialysis,r35_c22,Wednesday,62,51,True,09:30-10:00,0.967741935483871,3,0.032258064516129004,240.00000000000023,7.741935483870968,0.03225806451612903,True,True,0.032258064516129004,240.00000000000023,7.741935483870968,0.03225806451612903,0.032258064516129004,240.00000000000023,0.03225806451612903,1.0,1.0,0.0,1.0,0.0,r34_c23,62.0,1.0,True,0.0,1.0,0.0,r34_c23,62.0,1.0,0.0
Dialysis | r36_c16 | Friday,Dialysis,r36_c16,Friday,454,53,True,14:30-15:00,0.44493392070484583,12,0.5550660792951542,204.40476190476195,113.4581497797357,0.44107929515418504,True,True,0.5550660792951542,204.40476190476195,113.4581497797357,0.44107929515418504,0.5550660792951542,204.40476190476195,0.44107929515418504,6.0,0.2771546119660774,5.0,3.608094387844414,0.7228453880339226,r36_c16,204.0,0.44933920704845814,True,5.0,3.608094387844414,0.7228453880339226,r36_c16,204.0,0.44933920704845814,0.7228453880339226
Dialysis | r36_c16 | Monday,Dialysis,r36_c16,Monday,415,51,True,14:30-15:00,0.44819277108433736,10,0.5518072289156626,192.57641921397382,106.26506024096385,0.4337349397590361,True,True,0.5518072289156626,192.57641921397382,106.26506024096385,0.4337349397590361,0.5518072289156626,192.57641921397382,0.4337349397590361,6.0,0.2566816664247351,5.0,3.8958762186983957,0.7433183335752649,r36_c16,172.0,0.41445783132530123,True,5.0,3.8958762186983957,0.7433183335752649,r36_c16,172.0,0.41445783132530123,0.7433183335752649
Dialysis | r36_c16 | Tuesday,Dialysis,r36_c16,Tuesday,3,2,True,14:30-15:00,1.0,1,0.0,,0.0,0.0,False,False,,,,,,,,2.0,0.5555555555555556,1.0,1.7999999999999998,0.4444444444444444,r37_c17,2.0,0.6666666666666666,False,,,,,,,
Dialysis | r36_c16 | Wednesday,Dialysis,r36_c16,Wednesday,425,52,True,14:30-15:00,0.45176470588235296,13,0.548235294117647,201.2446351931331,110.32941176470591,0.4382352941176471,True,True,0.548235294117647,201.2446351931331,110.32941176470591,0.4382352941176471,0.548235294117647,201.2446351931331,0.4382352941176471,6.0,0.2718283737024221,5.0,3.6787918287541506,0.7281716262975779,r36_c16,186.0,0.4376470588235294,True,5.0,3.6787918287541506,0.7281716262975779,r36_c16,186.0,0.4376470588235294,0.7281716262975779
Dialysis | r36_c22 | Thursday,Dialysis,r36_c22,Thursday,2,1,True,12:00-12:30,1.0,1,0.0,,0.0,0.0,False,False,,,,,,,,1.0,1.0,0.0,1.0,0.0,r29_c17,2.0,1.0,False,,,,,,,
Dialysis | r36_c22 | Tuesday,Dialysis,r36_c22,Tuesday,1,1,True,12:00-12:30,1.0,1,0.0,,0.0,0.0,False,False,,,,,,,,1.0,1.0,0.0,1.0,0.0,r29_c17,1.0,1.0,False,,,,,,,
Dialysis | r36_c23 | Friday,Dialysis,r36_c23,Friday,19,9,True,10:00-10:30,0.5789473684210527,3,0.42105263157894735,30.000000000000004,12.631578947368421,0.10526315789473684,True,True,0.42105263157894735,30.000000000000004,12.631578947368421,0.10526315789473684,0.42105263157894735,30.000000000000004,0.10526315789473684,1.0,1.0,0.0,1.0,0.0,r32_c20,19.0,1.0,True,0.0,1.0,0.0,r32_c20,19.0,1.0,0.0
Dialysis | r36_c23 | Monday,Dialysis,r36_c23,Monday,14,10,True,10:00-10:30,0.7142857142857143,3,0.2857142857142857,37.5,10.714285714285714,0.08928571428571427,True,True,0.2857142857142857,37.5,10.714285714285714,0.08928571428571427,0.2857142857142857,37.5,0.08928571428571427,1.0,1.0,0.0,1.0,0.0,r32_c20,14.0,1.0,True,0.0,1.0,0.0,r32_c20,14.0,1.0,0.0
Dialysis | r36_c23 | Wednesday,Dialysis,r36_c23,Wednesday,14,9,True,09:30-10:00,0.5714285714285714,2,0.4285714285714286,29.999999999999996,12.857142857142856,0.10714285714285714,True,True,0.4285714285714286,29.999999999999996,12.857142857142856,0.10714285714285714,0.4285714285714286,29.999999999999996,0.10714285714285714,1.0,1.0,0.0,1.0,0.0,r32_c20,14.0,1.0,True,0.0,1.0,0.0,r32_c20,14.0,1.0,0.0
Dialysis | r37_c17 | Friday,Dialysis,r37_c17,Friday,86,53,True,09:30-10:00,0.8255813953488372,3,0.17441860465116277,30.000000000000007,5.232558139534884,0.0436046511627907,True,True,0.17441860465116277,30.000000000000007,5.232558139534884,0.0436046511627907,0.17441860465116277,30.000000000000007,0.0436046511627907,1.0,1.0,0.0,1.0,0.0,r36_c16,86.0,1.0,True,0.0,1.0,0.0,r36_c16,86.0,1.0,0.0
Dialysis | r37_c17 | Monday,Dialysis,r37_c17,Monday,82,50,True,09:30-10:00,0.8048780487804879,2,0.19512195121951215,30.000000000000007,5.853658536585366,0.04878048780487805,True,True,0.19512195121951215,30.000000000000007,5.853658536585366,0.04878048780487805,0.19512195121951215,30.000000000000007,0.04878048780487805,1.0,1.0,0.0,1.0,0.0,r36_c16,82.0,1.0,True,0.0,1.0,0.0,r36_c16,82.0,1.0,0.0
Dialysis | r37_c17 | Tuesday,Dialysis,r37_c17,Tuesday,3,3,True,09:30-10:00,1.0,1,0.0,,0.0,0.0,False,False,,,,,,,,1.0,1.0,0.0,1.0,0.0,r36_c16,3.0,1.0,False,,,,,,,
Dialysis | r37_c17 | Wednesday,Dialysis,r37_c17,Wednesday,85,51,True,09:30-10:00,0.8,2,0.19999999999999996,30.000000000000007,6.0,0.05,True,True,0.19999999999999996,30.000000000000007,6.0,0.05,0.19999999999999996,30.000000000000007,0.05,1.0,1.0,0.0,1.0,0.0,r36_c16,85.0,1.0,True,0.0,1.0,0.0,r36_c16,85.0,1.0,0.0
Dialysis | r37_c22 | Friday,Dialysis,r37_c22,Friday,60,53,True,09:30-10:00,0.9666666666666667,3,0.033333333333333326,105.00000000000003,3.5,0.020833333333333332,True,True,0.033333333333333326,105.00000000000003,3.5,0.020833333333333332,0.033333333333333326,105.00000000000003,0.020833333333333332,1.0,1.0,0.0,1.0,0.0,r33_c21,60.0,1.0,True,0.0,1.0,0.0,r33_c21,60.0,1.0,0.0
Dialysis | r37_c22 | Monday,Dialysis,r37_c22,Monday,65,52,True,09:30-10:00,0.9692307692307692,2,0.03076923076923077,30.0,0.9230769230769231,0.007692307692307693,True,True,0.03076923076923077,30.0,0.9230769230769231,0.007692307692307693,0.03076923076923077,30.0,0.007692307692307693,1.0,1.0,0.0,1.0,0.0,r33_c21,65.0,1.0,True,0.0,1.0,0.0,r33_c21,65.0,1.0,0.0
Dialysis | r37_c22 | Wednesday,Dialysis,r37_c22,Wednesday,62,52,True,09:30-10:00,0.9838709677419355,2,0.016129032258064502,30.00000000000003,0.4838709677419355,0.004032258064516129,True,True,0.016129032258064502,30.00000000000003,0.4838709677419355,0.004032258064516129,0.016129032258064502,30.00000000000003,0.004032258064516129,1.0,1.0,0.0,1.0,0.0,r33_c21,62.0,1.0,True,0.0,1.0,0.0,r33_c21,62.0,1.0,0.0
Dialysis | r39_c24 | Monday,Dialysis,r39_c24,Monday,16,2,True,11:30-12:00,0.25,6,0.75,55.0,41.25,0.34375,False,False,,,,,,,,1.0,1.0,0.0,1.0,0.0,r32_c20,16.0,1.0,False,,,,,,,
Dialysis | r39_c24 | Wednesday,Dialysis,r39_c24,Wednesday,10,2,True,11:30-12:00,0.4,3,0.6,30.0,18.0,0.15000000000000002,False,False,,,,,,,,1.0,1.0,0.0,1.0,0.0,r32_c20,10.0,1.0,False,,,,,,,
Dialysis | r40_c30 | Tuesday,Dialysis,r40_c30,Tuesday,6,1,True,14:00-14:30,0.5,2,0.5,30.0,15.0,0.125,False,False,,,,,,,,1.0,1.0,0.0,1.0,0.0,r40_c30,6.0,1.0,False,,,,,,,
Dialysis | r9_c18 | Friday,Dialysis,r9_c18,Friday,50,43,True,09:30-10:00,0.94,2,0.06000000000000005,29.99999999999997,1.7999999999999998,0.014999999999999998,True,True,0.06000000000000005,29.99999999999997,1.7999999999999998,0.014999999999999998,0.06000000000000005,29.99999999999997,0.014999999999999998,1.0,1.0,0.0,1.0,0.0,r17_c16,50.0,1.0,True,0.0,1.0,0.0,r17_c16,50.0,1.0,0.0
Dialysis | r9_c18 | Monday,Dialysis,r9_c18,Monday,54,43,True,09:30-10:00,0.9259259259259259,3,0.07407407407407407,30.000000000000004,2.2222222222222223,0.018518518518518517,True,True,0.07407407407407407,30.000000000000004,2.2222222222222223,0.018518518518518517,0.07407407407407407,30.000000000000004,0.018518518518518517,2.0,0.9636488340192044,1.0,1.0377224199288255,0.036351165980795574,r17_c16,53.0,0.9814814814814815,True,1.0,1.0377224199288255,0.036351165980795574,r17_c16,53.0,0.9814814814814815,0.036351165980795574
Dialysis | r9_c18 | Thursday,Dialysis,r9_c18,Thursday,26,22,True,10:00-10:30,0.5769230769230769,4,0.42307692307692313,51.81818181818181,21.923076923076923,0.18269230769230768,True,True,0.42307692307692313,51.81818181818181,21.923076923076923,0.18269230769230768,0.42307692307692313,51.81818181818181,0.18269230769230768,1.0,1.0,0.0,1.0,0.0,r10_c14,26.0,1.0,True,0.0,1.0,0.0,r10_c14,26.0,1.0,0.0
Dialysis | r9_c18 | Tuesday,Dialysis,r9_c18,Tuesday,23,21,True,10:00-10:30,0.5652173913043478,4,0.4347826086956522,54.0,23.47826086956522,0.19565217391304346,True,True,0.4347826086956522,54.0,23.47826086956522,0.19565217391304346,0.4347826086956522,54.0,0.19565217391304346,1.0,1.0,0.0,1.0,0.0,r10_c14,23.0,1.0,True,0.0,1.0,0.0,r10_c14,23.0,1.0,0.0
Dialysis | r9_c18 | Wednesday,Dialysis,r9_c18,Wednesday,47,42,True,09:30-10:00,0.9361702127659575,3,0.06382978723404253,30.00000000000001,1.9148936170212767,0.015957446808510637,True,True,0.06382978723404253,30.00000000000001,1.9148936170212767,0.015957446808510637,0.06382978723404253,30.00000000000001,0.015957446808510637,2.0,0.9583521955636034,1.0,1.043457723193198,0.041647804436396596,r17_c16,46.0,0.9787234042553191,True,1.0,1.043457723193198,0.041647804436396596,r17_c16,46.0,0.9787234042553191,0.041647804436396596
Education | r11_c14 | Monday,Education,r11_c14,Monday,3,1,False,09:30-10:00,0.3333333333333333,3,0.6666666666666667,44.99999999999999,30.0,0.25,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r11_c14 | Thursday,Education,r11_c14,Thursday,1,1,False,10:00-10:30,1.0,1,0.0,,0.0,0.0,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r18_c15 | Thursday,Education,r18_c15,Thursday,2,1,False,07:00-07:30,0.5,2,0.5,30.0,15.0,0.125,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r18_c17 | Thursday,Education,r18_c17,Thursday,1,1,False,12:00-12:30,1.0,1,0.0,,0.0,0.0,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r20_c22 | Tuesday,Education,r20_c22,Tuesday,1,1,False,06:30-07:00,1.0,1,0.0,,0.0,0.0,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r21_c13 | Thursday,Education,r21_c13,Thursday,5,2,False,10:00-10:30,0.6,2,0.4,60.0,24.0,0.2,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r21_c16 | Friday,Education,r21_c16,Friday,3,1,False,07:30-08:00,1.0,1,0.0,,0.0,0.0,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r21_c16 | Monday,Education,r21_c16,Monday,1,1,False,07:30-08:00,1.0,1,0.0,,0.0,0.0,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r21_c17 | Wednesday,Education,r21_c17,Wednesday,1,1,False,11:00-11:30,1.0,1,0.0,,0.0,0.0,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r21_c23 | Wednesday,Education,r21_c23,Wednesday,1,1,False,15:30-16:00,1.0,1,0.0,,0.0,0.0,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r22_c12 | Friday,Education,r22_c12,Friday,2,1,False,08:30-09:00,0.5,2,0.5,30.0,15.0,0.125,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r22_c12 | Monday,Education,r22_c12,Monday,2,1,False,09:00-09:30,1.0,1,0.0,,0.0,0.0,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r22_c12 | Thursday,Education,r22_c12,Thursday,6,4,False,09:00-09:30,0.8333333333333334,2,0.16666666666666663,30.000000000000007,5.0,0.041666666666666664,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r22_c12 | Tuesday,Education,r22_c12,Tuesday,2,1,False,09:00-09:30,1.0,1,0.0,,0.0,0.0,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r22_c12 | Wednesday,Education,r22_c12,Wednesday,7,4,False,09:00-09:30,0.8571428571428571,2,0.1428571428571429,29.99999999999999,4.285714285714286,0.03571428571428571,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r22_c13 | Thursday,Education,r22_c13,Thursday,16,15,False,07:00-07:30,0.5625,2,0.4375,30.0,13.125,0.109375,True,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r22_c13 | Tuesday,Education,r22_c13,Tuesday,17,15,False,07:00-07:30,0.6470588235294118,2,0.3529411764705882,30.000000000000007,10.588235294117649,0.08823529411764706,True,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r22_c15 | Thursday,Education,r22_c15,Thursday,26,17,False,07:30-08:00,0.8461538461538461,3,0.15384615384615385,30.0,4.615384615384616,0.038461538461538464,True,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r22_c15 | Tuesday,Education,r22_c15,Tuesday,26,19,False,07:30-08:00,0.8076923076923077,3,0.1923076923076923,30.000000000000007,5.76923076923077,0.04807692307692308,True,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r22_c16 | Monday,Education,r22_c16,Monday,18,15,False,09:00-09:30,0.7222222222222222,3,0.2777777777777778,41.99999999999999,11.666666666666666,0.09722222222222221,True,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r22_c16 | Wednesday,Education,r22_c16,Wednesday,22,17,False,09:00-09:30,0.8181818181818182,3,0.18181818181818177,52.500000000000014,9.545454545454545,0.07954545454545454,True,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r22_c17 | Monday,Education,r22_c17,Monday,1,1,False,07:00-07:30,1.0,1,0.0,,0.0,0.0,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r22_c17 | Tuesday,Education,r22_c17,Tuesday,1,1,False,07:00-07:30,1.0,1,0.0,,0.0,0.0,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r22_c9 | Monday,Education,r22_c9,Monday,24,15,False,08:00-08:30,0.4166666666666667,4,0.5833333333333333,70.71428571428572,41.25,0.2604166666666667,True,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r22_c9 | Thursday,Education,r22_c9,Thursday,2,2,False,12:00-12:30,1.0,1,0.0,,0.0,0.0,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r22_c9 | Tuesday,Education,r22_c9,Tuesday,6,4,False,12:00-12:30,0.6666666666666666,3,0.33333333333333337,179.99999999999997,60.0,0.20833333333333331,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r22_c9 | Wednesday,Education,r22_c9,Wednesday,4,4,False,06:30-07:00,0.5,2,0.5,330.0,165.0,0.5,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r23_c15 | Friday,Education,r23_c15,Friday,3,3,False,07:30-08:00,1.0,1,0.0,,0.0,0.0,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r23_c16 | Wednesday,Education,r23_c16,Wednesday,1,1,False,15:00-15:30,1.0,1,0.0,,0.0,0.0,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r23_c9 | Friday,Education,r23_c9,Friday,1,1,False,12:00-12:30,1.0,1,0.0,,0.0,0.0,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r23_c9 | Monday,Education,r23_c9,Monday,32,16,False,12:00-12:30,0.53125,4,0.46875,32.0,15.0,0.125,True,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r23_c9 | Thursday,Education,r23_c9,Thursday,34,23,False,12:30-13:00,0.47058823529411764,3,0.5294117647058824,30.0,15.882352941176471,0.1323529411764706,True,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r23_c9 | Tuesday,Education,r23_c9,Tuesday,33,21,False,12:00-12:30,0.5757575757575758,3,0.4242424242424242,32.142857142857146,13.636363636363637,0.11363636363636363,True,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r23_c9 | Wednesday,Education,r23_c9,Wednesday,22,17,False,12:00-12:30,0.7727272727272727,3,0.2272727272727273,36.00000000000001,8.181818181818183,0.06818181818181818,True,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r24_c14 | Monday,Education,r24_c14,Monday,5,1,False,15:00-15:30,0.6,2,0.4,30.0,12.0,0.1,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r24_c14 | Tuesday,Education,r24_c14,Tuesday,1,1,False,15:00-15:30,1.0,1,0.0,,0.0,0.0,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r24_c16 | Friday,Education,r24_c16,Friday,1,1,False,07:30-08:00,1.0,1,0.0,,0.0,0.0,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r24_c16 | Monday,Education,r24_c16,Monday,1,1,False,07:30-08:00,1.0,1,0.0,,0.0,0.0,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r24_c16 | Thursday,Education,r24_c16,Thursday,66,44,False,07:30-08:00,0.7272727272727273,3,0.2727272727272727,30.0,8.181818181818182,0.06818181818181818,True,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r24_c16 | Tuesday,Education,r24_c16,Tuesday,64,43,False,07:30-08:00,0.734375,2,0.265625,30.0,7.96875,0.06640625,True,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r24_c16 | Wednesday,Education,r24_c16,Wednesday,1,1,False,07:30-08:00,1.0,1,0.0,,0.0,0.0,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r24_c20 | Thursday,Education,r24_c20,Thursday,12,10,False,07:30-08:00,1.0,1,0.0,,0.0,0.0,True,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r24_c20 | Tuesday,Education,r24_c20,Tuesday,14,10,False,07:30-08:00,0.9285714285714286,2,0.0714285714285714,30.000000000000014,2.142857142857143,0.017857142857142856,True,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r24_c9 | Thursday,Education,r24_c9,Thursday,4,1,False,10:00-10:30,0.25,4,0.75,90.0,67.5,0.5625,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r25_c14 | Friday,Education,r25_c14,Friday,7,6,False,14:00-14:30,1.0,1,0.0,,0.0,0.0,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r25_c14 | Monday,Education,r25_c14,Monday,5,5,False,14:00-14:30,1.0,1,0.0,,0.0,0.0,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r25_c14 | Thursday,Education,r25_c14,Thursday,33,22,False,14:00-14:30,0.9090909090909091,4,0.09090909090909094,119.99999999999997,10.90909090909091,0.06818181818181819,True,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r25_c14 | Tuesday,Education,r25_c14,Tuesday,29,20,False,14:00-14:30,0.896551724137931,2,0.10344827586206895,30.000000000000004,3.103448275862069,0.02586206896551724,True,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r25_c21 | Thursday,Education,r25_c21,Thursday,4,3,False,07:00-07:30,0.75,2,0.25,30.0,7.5,0.0625,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r25_c21 | Tuesday,Education,r25_c21,Tuesday,11,2,False,07:00-07:30,0.7272727272727273,3,0.2727272727272727,40.00000000000001,10.90909090909091,0.09090909090909091,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r26_c13 | Friday,Education,r26_c13,Friday,1,1,False,14:00-14:30,1.0,1,0.0,,0.0,0.0,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r26_c13 | Monday,Education,r26_c13,Monday,12,6,False,11:30-12:00,0.3333333333333333,7,0.6666666666666667,67.49999999999999,45.0,0.35416666666666663,True,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r26_c13 | Tuesday,Education,r26_c13,Tuesday,7,1,False,12:00-12:30,0.14285714285714285,7,0.8571428571428572,104.99999999999999,90.0,0.6428571428571428,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r26_c13 | Wednesday,Education,r26_c13,Wednesday,5,4,False,11:30-12:00,0.8,2,0.19999999999999996,90.00000000000001,18.0,0.15,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r26_c14 | Thursday,Education,r26_c14,Thursday,9,2,False,13:30-14:00,0.2222222222222222,5,0.7777777777777778,64.28571428571428,50.0,0.41666666666666663,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r26_c17 | Friday,Education,r26_c17,Friday,28,20,False,14:30-15:00,0.7142857142857143,2,0.2857142857142857,30.0,8.571428571428571,0.07142857142857142,True,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r26_c17 | Monday,Education,r26_c17,Monday,24,18,False,14:30-15:00,0.625,4,0.375,40.0,15.0,0.125,True,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r26_c17 | Wednesday,Education,r26_c17,Wednesday,25,22,False,14:30-15:00,0.56,2,0.43999999999999995,30.000000000000004,13.2,0.11,True,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r26_c23 | Wednesday,Education,r26_c23,Wednesday,2,1,False,10:00-10:30,0.5,2,0.5,150.0,75.0,0.5,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r27_c15 | Monday,Education,r27_c15,Monday,1,1,False,11:30-12:00,1.0,1,0.0,,0.0,0.0,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r27_c17 | Friday,Education,r27_c17,Friday,2,2,False,14:00-14:30,1.0,1,0.0,,0.0,0.0,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r27_c17 | Monday,Education,r27_c17,Monday,2,2,False,09:30-10:00,0.5,2,0.5,270.0,135.0,0.5,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r27_c17 | Thursday,Education,r27_c17,Thursday,104,45,False,14:00-14:30,0.9134615384615384,4,0.08653846153846156,56.66666666666666,4.903846153846154,0.04086538461538462,True,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r27_c17 | Tuesday,Education,r27_c17,Tuesday,106,45,False,14:00-14:30,0.9150943396226415,5,0.08490566037735847,56.66666666666667,4.811320754716981,0.04009433962264151,True,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r27_c17 | Wednesday,Education,r27_c17,Wednesday,1,1,False,14:00-14:30,1.0,1,0.0,,0.0,0.0,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r27_c19 | Monday,Education,r27_c19,Monday,2,1,False,08:00-08:30,1.0,1,0.0,,0.0,0.0,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r28_c12 | Thursday,Education,r28_c12,Thursday,1,1,False,12:30-13:00,1.0,1,0.0,,0.0,0.0,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r28_c17 | Friday,Education,r28_c17,Friday,1,1,False,09:30-10:00,1.0,1,0.0,,0.0,0.0,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r28_c17 | Thursday,Education,r28_c17,Thursday,7,2,False,09:30-10:00,0.7142857142857143,3,0.2857142857142857,150.0,42.857142857142854,0.21428571428571427,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r28_c17 | Tuesday,Education,r28_c17,Tuesday,1,1,False,11:30-12:00,1.0,1,0.0,,0.0,0.0,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r29_c15 | Thursday,Education,r29_c15,Thursday,54,41,False,15:00-15:30,0.5,4,0.5,48.88888888888888,24.44444444444444,0.20370370370370372,True,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r29_c15 | Tuesday,Education,r29_c15,Tuesday,54,40,False,15:00-15:30,0.5185185185185185,4,0.4814814814814815,47.30769230769231,22.77777777777778,0.18981481481481483,True,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r29_c16 | Friday,Education,r29_c16,Friday,1,1,False,13:30-14:00,1.0,1,0.0,,0.0,0.0,False,False,,,,,,,,,,,,,,,,False,,,,,,,
Education | r29_c16 | Monday,Education,r29_c16,Monday,1,1,False,13:30-14:00,1.0,1,0.0,,0.0,0.0,False,False,,,,,,,,,,,,,,,,False,,,,,,,
