segment_id,Purpose,origin_zone,weekday,pickup_time_bin_min,pickup_time_bin,time_bin_trips,time_bin_service_days,trips,service_days,policy_flexible,p_time,p_s_t,peak_time_bin_min,peak_time_bin,peak_time_share,signed_shift_minutes,absolute_shift_minutes,is_peak_time,is_alternative_time,capped_shift_minutes,expected_shift_contribution_minutes,temporal_index_contribution,temporal_eligible,meets_reliability_filter,alternative_time_share,average_alternative_shift_minutes,expected_shift_potential_minutes,temporal_flexibility_index,A_s,D_s_minutes,T_s,alternative_rank
Dialysis | r10_c14 | Wednesday,Dialysis,r10_c14,Wednesday,960.0,16:00-16:30,41,31,149,52,True,0.2751677852348993,0.2751677852348993,930.0,15:30-16:00,0.28187919463087246,30.0,30.0,False,True,30.0,8.25503355704698,0.06879194630872483,True,True,0.7181208053691275,41.77570093457944,30.0,0.2449664429530201,0.7181208053691275,41.77570093457944,0.2449664429530201,1
Dialysis | r10_c14 | Wednesday,Dialysis,r10_c14,Wednesday,900.0,15:00-15:30,32,26,149,52,True,0.21476510067114093,0.21476510067114093,930.0,15:30-16:00,0.28187919463087246,-30.0,30.0,False,True,30.0,6.442953020134228,0.053691275167785234,True,True,0.7181208053691275,41.77570093457944,30.0,0.2449664429530201,0.7181208053691275,41.77570093457944,0.2449664429530201,2
Dialysis | r10_c14 | Wednesday,Dialysis,r10_c14,Wednesday,870.0,14:30-15:00,31,28,149,52,True,0.2080536912751678,0.2080536912751678,930.0,15:30-16:00,0.28187919463087246,-60.0,60.0,False,True,60.0,12.483221476510067,0.1040268456375839,True,True,0.7181208053691275,41.77570093457944,30.0,0.2449664429530201,0.7181208053691275,41.77570093457944,0.2449664429530201,3
Dialysis | r10_c14 | Wednesday,Dialysis,r10_c14,Wednesday,750.0,12:30-13:00,1,1,149,52,True,0.006711409395973154,0.006711409395973154,930.0,15:30-16:00,0.28187919463087246,-180.0,180.0,False,True,120.0,1.2080536912751678,0.006711409395973154,True,True,0.7181208053691275,41.77570093457944,30.0,0.2449664429530201,0.7181208053691275,41.77570093457944,0.2449664429530201,4
Dialysis | r10_c14 | Wednesday,Dialysis,r10_c14,Wednesday,780.0,13:00-13:30,1,1,149,52,True,0.006711409395973154,0.006711409395973154,930.0,15:30-16:00,0.28187919463087246,-150.0,150.0,False,True,120.0,1.006711409395973,0.006711409395973154,True,True,0.7181208053691275,41.77570093457944,30.0,0.2449664429530201,0.7181208053691275,41.77570093457944,0.2449664429530201,5
Dialysis | r10_c14 | Wednesday,Dialysis,r10_c14,Wednesday,840.0,14:00-14:30,1,1,149,52,True,0.006711409395973154,0.006711409395973154,930.0,15:30-16:00,0.28187919463087246,-90.0,90.0,False,True,90.0,0.6040268456375839,0.005033557046979866,True,True,0.7181208053691275,41.77570093457944,30.0,0.2449664429530201,0.7181208053691275,41.77570093457944,0.2449664429530201,6
Dialysis | r10_c15 | Monday,Dialysis,r10_c15,Monday,630.0,10:30-11:00,1,1,60,52,True,0.016666666666666666,0.016666666666666666,540.0,09:00-09:30,0.9833333333333333,90.0,90.0,False,True,90.0,1.5,0.0125,True,True,0.01666666666666672,89.99999999999972,1.5,0.0125,0.01666666666666672,89.99999999999972,0.0125,1
Dialysis | r11_c20 | Thursday,Dialysis,r11_c20,Thursday,570.0,09:30-10:00,2,2,24,20,True,0.08333333333333333,0.08333333333333333,600.0,10:00-10:30,0.9166666666666666,-30.0,30.0,False,True,30.0,2.5,0.020833333333333332,True,True,0.08333333333333337,29.999999999999986,2.5,0.020833333333333332,0.08333333333333337,29.999999999999986,0.020833333333333332,1
Dialysis | r11_c20 | Tuesday,Dialysis,r11_c20,Tuesday,570.0,09:30-10:00,3,3,29,21,True,0.10344827586206896,0.10344827586206896,600.0,10:00-10:30,0.896551724137931,-30.0,30.0,False,True,30.0,3.103448275862069,0.02586206896551724,True,True,0.10344827586206895,30.000000000000004,3.103448275862069,0.02586206896551724,0.10344827586206895,30.000000000000004,0.02586206896551724,1
Dialysis | r13_c19 | Friday,Dialysis,r13_c19,Friday,570.0,09:30-10:00,29,27,62,53,True,0.46774193548387094,0.46774193548387094,540.0,09:00-09:30,0.532258064516129,30.0,30.0,False,True,30.0,14.032258064516128,0.11693548387096774,True,True,0.467741935483871,29.999999999999996,14.032258064516128,0.11693548387096774,0.467741935483871,29.999999999999996,0.11693548387096774,1
Dialysis | r13_c19 | Monday,Dialysis,r13_c19,Monday,570.0,09:30-10:00,30,27,64,52,True,0.46875,0.46875,540.0,09:00-09:30,0.484375,30.0,30.0,False,True,30.0,14.0625,0.1171875,True,True,0.515625,30.0,15.46875,0.12890625,0.515625,30.0,0.12890625,1
Dialysis | r13_c19 | Monday,Dialysis,r13_c19,Monday,510.0,08:30-09:00,3,2,64,52,True,0.046875,0.046875,540.0,09:00-09:30,0.484375,-30.0,30.0,False,True,30.0,1.40625,0.01171875,True,True,0.515625,30.0,15.46875,0.12890625,0.515625,30.0,0.12890625,2
Dialysis | r13_c19 | Wednesday,Dialysis,r13_c19,Wednesday,570.0,09:30-10:00,28,26,58,52,True,0.4827586206896552,0.4827586206896552,540.0,09:00-09:30,0.5172413793103449,30.0,30.0,False,True,30.0,14.482758620689657,0.1206896551724138,True,True,0.48275862068965514,30.000000000000004,14.482758620689657,0.1206896551724138,0.48275862068965514,30.000000000000004,0.1206896551724138,1
Dialysis | r17_c15 | Friday,Dialysis,r17_c15,Friday,570.0,09:30-10:00,2,2,13,11,True,0.15384615384615385,0.15384615384615385,600.0,10:00-10:30,0.8461538461538461,-30.0,30.0,False,True,30.0,4.615384615384616,0.038461538461538464,True,True,0.15384615384615385,30.0,4.615384615384616,0.038461538461538464,0.15384615384615385,30.0,0.038461538461538464,1
Dialysis | r17_c15 | Wednesday,Dialysis,r17_c15,Wednesday,570.0,09:30-10:00,2,2,12,10,True,0.16666666666666666,0.16666666666666666,600.0,10:00-10:30,0.8333333333333334,-30.0,30.0,False,True,30.0,5.0,0.041666666666666664,True,True,0.16666666666666663,30.000000000000007,5.0,0.041666666666666664,0.16666666666666663,30.000000000000007,0.041666666666666664,1
Dialysis | r17_c16 | Friday,Dialysis,r17_c16,Friday,570.0,09:30-10:00,23,17,192,53,True,0.11979166666666667,0.11979166666666667,930.0,15:30-16:00,0.734375,-360.0,360.0,False,True,120.0,43.125,0.11979166666666667,True,True,0.265625,200.0,53.125,0.17317708333333331,0.265625,200.0,0.17317708333333331,1
Dialysis | r17_c16 | Friday,Dialysis,r17_c16,Friday,900.0,15:00-15:30,20,10,192,53,True,0.10416666666666667,0.10416666666666667,930.0,15:30-16:00,0.734375,-30.0,30.0,False,True,30.0,3.125,0.026041666666666668,True,True,0.265625,200.0,53.125,0.17317708333333331,0.265625,200.0,0.17317708333333331,2
Dialysis | r17_c16 | Friday,Dialysis,r17_c16,Friday,870.0,14:30-15:00,3,3,192,53,True,0.015625,0.015625,930.0,15:30-16:00,0.734375,-60.0,60.0,False,True,60.0,0.9375,0.0078125,True,True,0.265625,200.0,53.125,0.17317708333333331,0.265625,200.0,0.17317708333333331,3
Dialysis | r17_c16 | Friday,Dialysis,r17_c16,Friday,600.0,10:00-10:30,2,1,192,53,True,0.010416666666666666,0.010416666666666666,930.0,15:30-16:00,0.734375,-330.0,330.0,False,True,120.0,3.4375,0.010416666666666666,True,True,0.265625,200.0,53.125,0.17317708333333331,0.265625,200.0,0.17317708333333331,4
Dialysis | r17_c16 | Friday,Dialysis,r17_c16,Friday,540.0,09:00-09:30,1,1,192,53,True,0.005208333333333333,0.005208333333333333,930.0,15:30-16:00,0.734375,-390.0,390.0,False,True,120.0,2.03125,0.005208333333333333,True,True,0.265625,200.0,53.125,0.17317708333333331,0.265625,200.0,0.17317708333333331,5
Dialysis | r17_c16 | Friday,Dialysis,r17_c16,Friday,960.0,16:00-16:30,1,1,192,53,True,0.005208333333333333,0.005208333333333333,930.0,15:30-16:00,0.734375,30.0,30.0,False,True,30.0,0.15625,0.0013020833333333333,True,True,0.265625,200.0,53.125,0.17317708333333331,0.265625,200.0,0.17317708333333331,6
Dialysis | r17_c16 | Friday,Dialysis,r17_c16,Friday,990.0,16:30-17:00,1,1,192,53,True,0.005208333333333333,0.005208333333333333,930.0,15:30-16:00,0.734375,60.0,60.0,False,True,60.0,0.3125,0.0026041666666666665,True,True,0.265625,200.0,53.125,0.17317708333333331,0.265625,200.0,0.17317708333333331,7
Dialysis | r17_c16 | Monday,Dialysis,r17_c16,Monday,570.0,09:30-10:00,26,16,207,52,True,0.12560386473429952,0.12560386473429952,930.0,15:30-16:00,0.7342995169082126,-360.0,360.0,False,True,120.0,45.21739130434783,0.12560386473429952,True,True,0.2657004830917874,217.63636363636368,57.82608695652174,0.18840579710144925,0.2657004830917874,217.63636363636368,0.18840579710144925,1
Dialysis | r17_c16 | Monday,Dialysis,r17_c16,Monday,900.0,15:00-15:30,15,9,207,52,True,0.07246376811594203,0.07246376811594203,930.0,15:30-16:00,0.7342995169082126,-30.0,30.0,False,True,30.0,2.1739130434782608,0.018115942028985508,True,True,0.2657004830917874,217.63636363636368,57.82608695652174,0.18840579710144925,0.2657004830917874,217.63636363636368,0.18840579710144925,2
Dialysis | r17_c16 | Monday,Dialysis,r17_c16,Monday,960.0,16:00-16:30,4,4,207,52,True,0.01932367149758454,0.01932367149758454,930.0,15:30-16:00,0.7342995169082126,30.0,30.0,False,True,30.0,0.5797101449275363,0.004830917874396135,True,True,0.2657004830917874,217.63636363636368,57.82608695652174,0.18840579710144925,0.2657004830917874,217.63636363636368,0.18840579710144925,3
Dialysis | r17_c16 | Monday,Dialysis,r17_c16,Monday,540.0,09:00-09:30,3,3,207,52,True,0.014492753623188406,0.014492753623188406,930.0,15:30-16:00,0.7342995169082126,-390.0,390.0,False,True,120.0,5.6521739130434785,0.014492753623188406,True,True,0.2657004830917874,217.63636363636368,57.82608695652174,0.18840579710144925,0.2657004830917874,217.63636363636368,0.18840579710144925,4
Dialysis | r17_c16 | Monday,Dialysis,r17_c16,Monday,870.0,14:30-15:00,3,3,207,52,True,0.014492753623188406,0.014492753623188406,930.0,15:30-16:00,0.7342995169082126,-60.0,60.0,False,True,60.0,0.8695652173913043,0.007246376811594203,True,True,0.2657004830917874,217.63636363636368,57.82608695652174,0.18840579710144925,0.2657004830917874,217.63636363636368,0.18840579710144925,5
Dialysis | r17_c16 | Monday,Dialysis,r17_c16,Monday,600.0,10:00-10:30,1,1,207,52,True,0.004830917874396135,0.004830917874396135,930.0,15:30-16:00,0.7342995169082126,-330.0,330.0,False,True,120.0,1.5942028985507246,0.004830917874396135,True,True,0.2657004830917874,217.63636363636368,57.82608695652174,0.18840579710144925,0.2657004830917874,217.63636363636368,0.18840579710144925,6
Dialysis | r17_c16 | Monday,Dialysis,r17_c16,Monday,780.0,13:00-13:30,1,1,207,52,True,0.004830917874396135,0.004830917874396135,930.0,15:30-16:00,0.7342995169082126,-150.0,150.0,False,True,120.0,0.7246376811594203,0.004830917874396135,True,True,0.2657004830917874,217.63636363636368,57.82608695652174,0.18840579710144925,0.2657004830917874,217.63636363636368,0.18840579710144925,7
